,Unnamed: 0,Title,Price,Location,Rooms,Area,Floor
635,635,3-комнатная квартира · 105.1 м² · 8/12 этаж,95000000,"Бостандыкский р-н, Торайгырова 21/1 — Мустафина",3,105.1,8
636,636,3-комнатная квартира · 92 м² · 20/21 этаж,60000000,"Алмалинский р-н, мкр Тастак-2, Толе би 286 — Варламова",3,92.0,20
637,637,2-комнатная квартира · 42 м² · 5/5 этаж,32000000,"Ауэзовский р-н, мкр Таугуль 39",2,42.0,5
638,638,1-комнатная квартира · 47 м² · 7/10 этаж,24590000,"Наурызбайский р-н, мкр Шугыла, Жунисова",1,47.0,7
639,639,4-комнатная квартира · 126.48 м²,151776000,"Алмалинский р-н, Ади Шарипова 100",4,126.48,0
640,640,2-комнатная квартира · 51.2 м² · 1/5 этаж,25000000,"Алатауский р-н, мкр Алгабас, 7 142/92 — Саина Монке би",2,51.2,1
641,641,2-комнатная квартира · 60.3 м² · 5/9 этаж,33500000,"Алатауский р-н, мкр Ожет, Северное Кольцо 92/3",2,60.3,5
642,642,2-комнатная квартира · 62 м² · 5/9 этаж,30000000,"Турксибский р-н, мкр Жас Канат",2,62.0,5
643,643,2-комнатная квартира · 62 м² · 5/9 этаж,30000000,"Турксибский р-н, мкр Жас Канат",2,62.0,5
644,644,2-комнатная квартира · 48 м² · 5/5 этаж,23900000,"Жетысуский р-н, мкр Кемел (Первомайское) 9",2,48.0,5
645,645,2-комнатная квартира · 67 м² · 1/9 этаж,41500000,"Ауэзовский р-н, мкр Мамыр-4 308 — Саина - Шаляпина",2,67.0,1
646,646,2-комнатная квартира · 79 м² · 9/13 этаж,60000000,"Алмалинский р-н, Макатаева 131 — Муратбаева",2,79.0,9
647,647,2-комнатная квартира · 57.4 м² · 11/18 этаж,47000000,"Бостандыкский р-н, Жандосова 94А",2,57.4,11
648,648,1-комнатная квартира · 31 м² · 1/7 этаж,14500000,"Алатауский р-н, мкр Ожет",1,31.0,1
649,649,1-комнатная квартира · 31.4 м² · 5/5 этаж,24000000,"Ауэзовский р-н, мкр Аксай-4",1,31.4,5
650,650,3-комнатная квартира · 86 м² · 3/10 этаж,47000000,"Наурызбайский р-н, Жунисова 14/5",3,86.0,3
651,651,1-комнатная квартира · 35 м² · 6/6 этаж,18950000,"Турксибский р-н, Акынов — Чернышевского",1,35.0,6
652,652,2-комнатная квартира · 52.9 м² · 4/12 этаж,31000000,"Ауэзовский р-н, Райымбек 348/1 — Сайран",2,52.9,4
653,653,1-комнатная квартира · 48.4 м² · 2/12 этаж,52000000,"Алмалинский р-н, Торекулова 7 — Сейфуллина - Маметова",1,48.4,2
654,654,1-комнатная квартира · 45.4 м² · 1/5 этаж,21600000,"Алатауский р-н, Басаркобыз 1/15 — Саина - Мөңке би",1,45.4,1
655,655,1-комнатная квартира · 44.3 м² · 8/9 этаж,25000000,"Наурызбайский р-н, мкр Шугыла 342 — Пр. Абая ,ул.Алатау",1,44.3,8
656,656,3-комнатная квартира · 115 м² · 4/16 этаж,94500000,"Алмалинский р-н, Масанчи 23/4 — Гоголя",3,115.0,4
657,657,4-комнатная квартира · 105 м² · 1/4 этаж,83000000,"Бостандыкский р-н, мкр Алмагуль, Гагарина — Утепова",4,105.0,1
658,658,3-комнатная квартира · 90 м² · 4/4 этаж,41800000,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6) 46",3,90.0,4
659,659,4-комнатная квартира · 162.3 м²,163923000,"Медеуский р-н, Оспанова 83/36",4,162.3,0
660,660,5-комнатная квартира · 275 м²,137600000,"Бостандыкский р-н, мкр Ерменсай, Ушкемпирова 42",5,275.0,0
661,661,2-комнатная квартира · 68 м² · 3/16 этаж,69000000,"Бостандыкский р-н, Сатпаева 90/43а — АДК",2,68.0,3
662,662,1-комнатная квартира · 35.4 м² · 5/5 этаж,45000000,"Алмалинский р-н, Чайковского 129 — Желтоксан Жамбыла",1,35.4,5
663,663,4-комнатная квартира · 105 м² · 1/4 этаж,83000000,"Бостандыкский р-н, мкр Алмагуль, Гагарина — Утепова",4,105.0,1
664,664,3-комнатная квартира · 90 м² · 4/4 этаж,41800000,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6) 46",3,90.0,4
665,665,4-комнатная квартира · 162.3 м²,163923000,"Медеуский р-н, Оспанова 83/36",4,162.3,0
666,666,5-комнатная квартира · 275 м²,137600000,"Бостандыкский р-н, мкр Ерменсай, Ушкемпирова 42",5,275.0,0
667,667,2-комнатная квартира · 68 м² · 3/16 этаж,69000000,"Бостандыкский р-н, Сатпаева 90/43а — АДК",2,68.0,3
668,668,1-комнатная квартира · 35.4 м² · 5/5 этаж,45000000,"Алмалинский р-н, Чайковского 129 — Желтоксан Жамбыла",1,35.4,5
669,669,4-комнатная квартира · 123 м² · 12/12 этаж,115000000,"Алмалинский р-н, Кабанбай Батыра — Байзакова",4,123.0,12
670,670,2-комнатная квартира · 47.6 м² · 8/13 этаж,43500000,Просп. Назарбаева 28а К1,2,47.6,8
671,671,1-комнатная квартира · 48 м² · 6/9 этаж,19000000,"Турксибский р-н, мкр Кайрат, ​24-я улица — Хмельницкого",1,48.0,6
672,672,1-комнатная квартира · 45 м² · 9/9 этаж,25000000,"Турксибский р-н, мкр Жас Канат, Баймағамбетова 1/14",1,45.0,9
673,673,2-комнатная квартира · 92 м²,42000000,"Наурызбайский р-н, мкр Шугыла, Жуалы — Толе Би",2,92.0,0
674,674,3-комнатная квартира · 105.74 м²,139576800,"Наурызбайский р-н, мкр Рахат, мкр. Рахат, ул. Култобе 1/2",3,105.74,0
675,675,4-комнатная квартира · 135.07 м²,195851500,"Бостандыкский р-н, Радостовца 12",4,135.07,0
676,676,2-комнатная квартира · 124.88 м²,312200000,Керей -Жанибек хандар 232,2,124.88,0
677,677,1-комнатная квартира · 50 м² · 4/7 этаж,39500000,Абая 141 — Гагарина,1,50.0,4
678,678,2-комнатная квартира · 64 м² · 8/9 этаж,36500000,"Алатауский р-н, мкр Аккент",2,64.0,8
679,679,2-комнатная квартира · 52 м² · 2/3 этаж,33000000,"Наурызбайский р-н, мкр Таусамалы, Жандосова 70а",2,52.0,2
680,680,1-комнатная квартира · 40 м² · 12/13 этаж,28500000,"Жетысуский р-н, Райымбека — Пр. Райымбека-Ауэзова",1,40.0,12
681,681,2-комнатная квартира · 45 м² · 10/12 этаж,44000000,"Бостандыкский р-н, Си Синхая 17 — Гагарина Байкадамова",2,45.0,10
682,682,2-комнатная квартира · 55 м² · 9/20 этаж,38000000,"Бостандыкский р-н, ПроспектАбая 160",2,55.0,9
683,683,2-комнатная квартира · 48.5 м² · 5/17 этаж,32000000,"Бостандыкский р-н, Жандосова 94А",2,48.5,5
684,684,2-комнатная квартира · 70 м² · 9/13 этаж,35000000,"Алатауский р-н, мкр Нуркент, Мкр Нуркент (Алгабас-1) 62",2,70.0,9
685,685,2-комнатная квартира · 93.1 м² · 3/3 этаж,90000000,"Наурызбайский р-н, Сейдимбека 110/1",2,93.1,3
686,686,4-комнатная квартира · 296 м²,285000000,Медеуский р-н,4,296.0,0
687,687,2-комнатная квартира · 45 м² · 5/5 этаж,25500000,"Алатауский р-н, мкр Коккайнар, 20-й микрорайон 46 к19",2,45.0,5
688,688,2-комнатная квартира · 51.11 м² · 2/5 этаж,26000000,"Алатауский р-н, мкр Коккайнар, 20-й микрорайон 46 к19",2,51.11,2
689,689,2-комнатная квартира · 45 м² · 2/2 этаж,18900000,"Алатауский р-н, Фадеева 4 — Ташкетский Тлендиева",2,45.0,2
690,690,2-комнатная квартира · 47.8 м² · 1/9 этаж,30000000,"Алатауский р-н, мкр Аккент — Ташкентская Яссауй",2,47.8,1
691,691,3-комнатная квартира · 70 м² · 4/9 этаж,41000000,"Наурызбайский р-н, мкр Калкаман-1, Микрорайон Калкаман-2 8/3",3,70.0,4
692,692,3-комнатная квартира · 75 м² · 1/9 этаж,45000000,"Жетысуский р-н, Райымбека",3,75.0,1
693,693,1-комнатная квартира · 44.5 м² · 1/9 этаж,26000000,"Турксибский р-н, мкр Жас Канат 1/16",1,44.5,1
694,694,2-комнатная квартира · 56.6 м² · 2/8 этаж,30950000,"Жетысуский р-н, мкр Дорожник, Северное кольцо — Рынок Салем барахолка",2,56.6,2
695,695,3-комнатная квартира · 77.31 м² · 9/12 этаж,43800000,"Алатауский р-н, мкр Гажайып, Бауыржана Момышулы",3,77.31,9
696,696,2-комнатная квартира · 70 м² · 1/9 этаж,35500000,"Алатауский р-н, мкр Зердели, МкрЗердели(Алгабас-6) 1/181 — Момушулы",2,70.0,1
697,697,2-комнатная квартира · 62 м² · 12/13 этаж,39000000,"Ауэзовский р-н, Райымбек батыр 78",2,62.0,12
698,698,2-комнатная квартира · 48.88 м² · 7/16 этаж,31000000,"Алмалинский р-н, Ауэзова 2/8",2,48.88,7
699,699,2-комнатная квартира · 47 м² · 12/12 этаж,45500000,"Алмалинский р-н, Торекулова 95/1 — Возле ТРЦ Mega Park",2,47.0,12
700,700,3-комнатная квартира · 63.1 м² · 2/9 этаж,60000000,"Медеуский р-н, Жибек жолы 59",3,63.1,2
701,701,3-комнатная квартира · 140 м² · 16/16 этаж,53000000,"Наурызбайский р-н, мкр Шугыла, Жуалы 15",3,140.0,16
702,702,2-комнатная квартира · 46 м² · 4/4 этаж,27500000,"Ауэзовский р-н, мкр №3 — Абая недоезжая Саина",2,46.0,4
703,703,2-комнатная квартира · 83.71 м²,110078650,"Наурызбайский р-н, мкр Рахат, мкр. Рахат, ул. Култобе 1/2",2,83.71,0
704,704,1-комнатная квартира · 46.6 м² · 4/5 этаж,23800000,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6)",1,46.6,4
705,705,2-комнатная квартира · 52.7 м² · 4/12 этаж,36700000,"Алатауский р-н, мкр Гажайып, Бауыржана Момышулы 1/2 — Монке би",2,52.7,4
706,706,3-комнатная квартира · 110.7 м² · 15/16 этаж,88000000,"Ауэзовский р-н, мкр Сайран, Утеген батыра 11Г — Толе би",3,110.7,15
707,707,6-комнатная квартира · 386 м²,445000000,Медеуский р-н,6,386.0,0
708,708,2-комнатная квартира · 59.8 м²,53820000,Бостандыкский р-н,2,59.8,0
709,709,3-комнатная квартира · 75 м² · 2/9 этаж,55000000,"Ауэзовский р-н, мкр Мамыр-4, Карима — Мустай Карима",3,75.0,2
710,710,1-комнатная квартира · 27 м² · 5/5 этаж,9800000,"Жетысуский р-н, мкр Кокжиек, Талант",1,27.0,5
711,711,3-комнатная квартира · 66 м² · 5/5 этаж,38000000,"Ауэзовский р-н, мкр Таугуль — жандосова",3,66.0,5
712,712,2-комнатная квартира · 49 м² · 5/15 этаж,42990000,"Алмалинский р-н, Райымбека 210",2,49.0,5
713,713,1-комнатная квартира · 47.8 м² · 2/5 этаж,24440000,"Алатауский р-н, 20-й микрорайон 22 — Новая Майна",1,47.8,2
714,714,2-комнатная квартира · 49 м² · 3/3 этаж,24000000,"Турксибский р-н, Суюнбая 263/23 — Элеваторская",2,49.0,3
715,715,3-комнатная квартира · 90 м² · 5/5 этаж,59000000,"Бостандыкский р-н, Утепова — Жарокова",3,90.0,5
716,716,2-комнатная квартира · 37 м² · 1/2 этаж,20500000,"Турксибский р-н, Жумабаева — Сейфуллина-Жумабаева",2,37.0,1
717,717,2-комнатная квартира · 44 м² · 2/2 этаж,22000000,"Алатауский р-н, мкр Айгерим-1, Бенберина",2,44.0,2
718,718,3-комнатная квартира · 87 м² · 10/16 этаж,47500000,"Наурызбайский р-н, мкр Калкаман-2, Абишева 36/3 — АВТОРЫНОК ЖИБЕК ЖОЛЫ",3,87.0,10
719,719,2-комнатная квартира · 72.1 м² · 9/10 этаж,69900000,"Алмалинский р-н, Айтеке Би 123/1 — Угол Досмухамедова",2,72.1,9
720,720,3-комнатная квартира · 62 м² · 1/4 этаж,38000000,"Ауэзовский р-н, мкр №1 — Сайна Жубанова",3,62.0,1
721,721,3-комнатная квартира · 102 м² · 6/18 этаж,81000000,"Бостандыкский р-н, Навои 208 — Торайгырова",3,102.0,6
722,722,1-комнатная квартира · 33 м² · 5/5 этаж,19000000,"Алатауский р-н, Северное кольцо 92/4 — Рафикова 30",1,33.0,5
723,723,2-комнатная квартира · 62.8 м² · 5/10 этаж,58000000,"Бостандыкский р-н, Гагарина 244 — Ходжанова",2,62.8,5
724,724,3-комнатная квартира · 85.2 м² · 2/5 этаж,78000000,"Алмалинский р-н, Панфилова 75",3,85.2,2
725,725,3-комнатная квартира · 123 м² · 9/11 этаж,68000000,"Ауэзовский р-н, мкр Жетысу-3 — Абая - Саина",3,123.0,9
726,726,1-комнатная квартира · 46.8 м² · 1/9 этаж,22700000,"Наурызбайский р-н, мкр Шугыла, Мкрн Шугыла 22 — Сабденова",1,46.8,1
727,727,2-комнатная квартира · 59.3 м² · 8/13 этаж,57500000,"Медеуский р-н, ТолеБи 13 — Сагадат Нурмагамбетов",2,59.3,8
728,728,3-комнатная квартира · 110 м² · 14/17 этаж,90000000,Жандосова — Тимирязева,3,110.0,14
729,729,3-комнатная квартира · 77 м² · 5/9 этаж,48500000,"Наурызбайский р-н, мкр Шугыла, мкр. Шугыла",3,77.0,5
730,730,2-комнатная квартира · 44 м² · 5/5 этаж,38000000,"Бостандыкский р-н, мкр Орбита-1",2,44.0,5
731,731,2-комнатная квартира · 68 м² · 9/12 этаж,55000000,"Алмалинский р-н, Торекулова",2,68.0,9
732,732,2-комнатная квартира · 70 м² · 6/21 этаж,59500000,"Бостандыкский р-н, Розыбакиева 289 — Альфараби Розыбакиева",2,70.0,6
733,733,2-комнатная квартира · 66 м² · 12/12 этаж,37000000,"Алмалинский р-н, Толе би",2,66.0,12
734,734,5-комнатная квартира · 113.4 м² · 2/5 этаж,88900000,"Алмалинский р-н, Маметовой — Угол улицы Панфилова",5,113.4,2
735,735,3-комнатная квартира · 60 м² · 4/4 этаж,48000000,"Алмалинский р-н, Ауэзова — ТРЦ Глобус",3,60.0,4
736,736,3-комнатная квартира · 68.3 м² · 2/9 этаж,26000000,"Жетысуский р-н, мкр Кокжиек, Жолымбет 42/5",3,68.3,2
737,737,3-комнатная квартира · 71 м² · 10/10 этаж,49000000,"Наурызбайский р-н, мкр Каргалы, Кенесары хана 54/20 — Аль Фараби",3,71.0,10
738,738,3-комнатная квартира · 70 м² · 2/5 этаж,43000000,"Ауэзовский р-н, мкр Аксай-3А 42",3,70.0,2
739,739,2-комнатная квартира · 47 м² · 10/10 этаж,33500000,"Ауэзовский р-н, Толе би — Утеген батыра- Отарская",2,47.0,10
740,740,3-комнатная квартира · 82 м² · 2/3 этаж,83900000,"Ауэзовский р-н, ​Герольда Бельгера — Жандосова",3,82.0,2
741,741,1-комнатная квартира · 40.65 м² · 9/12 этаж,32000000,"Алатауский р-н, Бауыржана Момышулы — Монке би",1,40.65,9
742,742,3-комнатная квартира · 108 м² · 12/12 этаж,56000000,"Ауэзовский р-н, мкр Жетысу-3, Абая 55",3,108.0,12
743,743,1-комнатная квартира · 52 м² · 5/5 этаж,34700000,"Медеуский р-н, мкр Думан-2 27",1,52.0,5
744,744,4-комнатная квартира · 147.4 м² · 7/21 этаж,150000000,"Медеуский р-н, мкр Самал-2 33а",4,147.4,7
745,745,3-комнатная квартира · 66.25 м²,37762500,"Алмалинский р-н, Ауэзова 2А",3,66.25,0
746,746,2-комнатная квартира · 62.1 м² · 11/12 этаж,70000000,"Бостандыкский р-н, Гагарина 311 — Радостовца",2,62.1,11
747,747,2-комнатная квартира · 50 м² · 15/15 этаж,69000000,"Алмалинский р-н, Наурызбай батыра 50 — Жибек Жолы",2,50.0,15
748,748,3-комнатная квартира · 57.6 м² · 1/3 этаж,34000000,"Алатауский р-н, мкр Акбулак, Шарипова",3,57.6,1
749,749,2-комнатная квартира · 60 м² · 4/10 этаж,49000000,"Ауэзовский р-н, Толе би 285/8 к3",2,60.0,4
750,750,2-комнатная квартира · 77 м² · 8/13 этаж,53000000,"Ауэзовский р-н, мкр Аксай-5 3б",2,77.0,8
751,751,1-комнатная квартира · 45 м² · 9/10 этаж,24500000,"Наурызбайский р-н, мкр Шугыла, Жунисова 4/1-18 — Толе би",1,45.0,9
752,752,2-комнатная квартира · 72.3 м² · 15/16 этаж,64000000,"Бостандыкский р-н, Радостовца 124",2,72.3,15
753,753,2-комнатная квартира · 83.1 м²,108030000,"Бостандыкский р-н, Мусабаева 15",2,83.1,0
754,754,1-комнатная квартира · 38.5 м² · 4/5 этаж,22900000,"Алатауский р-н, Северное кольцо 92/4",1,38.5,4
755,755,2-комнатная квартира · 64 м² · 7/16 этаж,28000000,"Наурызбайский р-н, мкр Шугыла, Жуалы",2,64.0,7
756,756,2-комнатная квартира · 64.5 м² · 2/6 этаж,41300000,"Турксибский р-н, Тараз 8/1",2,64.5,2
757,757,4-комнатная квартира · 180 м² · 1/8 этаж,170000000,"Медеуский р-н, Омаровой 33 — Достык- Омаровой (выше Оспанова)",4,180.0,1
758,758,3-комнатная квартира · 73 м² · 8/9 этаж,53000000,"Ауэзовский р-н, мкр Таугуль-1 46",3,73.0,8
759,759,2-комнатная квартира · 55 м² · 2/5 этаж,31900000,"Алатауский р-н, Головацкого 65 — Ш. Северное кольцо, р-н Барахолка",2,55.0,2
760,760,2-комнатная квартира · 62 м² · 1/5 этаж,28500000,"Наурызбайский р-н, Алтын орда 6/28 — Алтын орда",2,62.0,1
761,761,2-комнатная квартира · 58.4 м² · 2/3 этаж,43500000,"Бостандыкский р-н, мкр Нурлытау (Энергетик), Мкрн. Нурлытау 932 — Газиза Жубанова ул.",2,58.4,2
762,762,1-комнатная квартира · 18 м² · 2/3 этаж,12500000,"Турксибский р-н, Сейфуллина 234а — Крамского",1,18.0,2
763,763,3-комнатная квартира · 66 м² · 12/12 этаж,53000000,"Алатауский р-н, Гажайып — Момышулы",3,66.0,12
764,764,4-комнатная квартира · 140.6 м² · 14/14 этаж,115000000,"Ауэзовский р-н, Навои 66",4,140.6,14
765,765,4-комнатная квартира · 144 м² · 17/21 этаж,79000000,"Алмалинский р-н, мкр Тастак-2",4,144.0,17
766,766,3-комнатная квартира · 117 м² · 5/8 этаж,115000000,"Бостандыкский р-н, мкр Ерменсай, Арайлы 12",3,117.0,5
767,767,1-комнатная квартира · 63 м²,69300000,"Медеуский р-н, Оспанова 83/36",1,63.0,0
768,768,1-комнатная квартира · 44 м² · 1/9 этаж,27000000,"Жетысуский р-н, Раимбека — Дом расположен с сзади торгового дома Максима",1,44.0,1
769,769,1-комнатная квартира · 43.7 м² · 10/12 этаж,28800000,"Алатауский р-н, Бауыржана Момышулы 10/6 — Монке би",1,43.7,10
770,770,2-комнатная квартира · 40 м² · 7/12 этаж,41500000,"Бостандыкский р-н, Тажибаевой 157 к1",2,40.0,7
771,771,3-комнатная квартира · 110 м² · 17/22 этаж,129000000,"Бостандыкский р-н, Аль-Фараби 11 — Панфилова",3,110.0,17
772,772,3-комнатная квартира · 61.9 м² · 4/4 этаж,34500000,"Турксибский р-н, Сейфуллина 104 — Дулатова",3,61.9,4
773,773,2-комнатная квартира · 74 м² · 10/14 этаж,63500000,"Бостандыкский р-н, Утепова 20 — Розыбакиева",2,74.0,10
774,774,2-комнатная квартира · 52 м² · 2/8 этаж,30500000,"Жетысуский р-н, Северное кольцо 29",2,52.0,2
775,775,1-комнатная квартира · 33 м² · 5/9 этаж,19500000,"Турксибский р-н, мкр Кайрат 1 — Кульджинский Тракт",1,33.0,5
776,776,4-комнатная квартира · 75 м² · 1/5 этаж,52000000,"Алмалинский р-н, мкр Тастак-2, Тлендиева 61 — Толе би",4,75.0,1
777,777,2-комнатная квартира · 55 м² · 2/3 этаж,42000000,"Наурызбайский р-н, мкр Карагайлы 666",2,55.0,2
778,778,2-комнатная квартира · 49.12 м² · 3/6 этаж,28000000,"Медеуский р-н, Халиуллина 196/17",2,49.12,3
779,779,2-комнатная квартира · 64 м² · 7/9 этаж,30000000,"Алатауский р-н, мкр Акбулак, Мкр Акбулак, улица Суаткөл 33/1 — Рыскулова-Момышұлы",2,64.0,7
780,780,4-комнатная квартира · 75.8 м² · 4/6 этаж,55000000,"Наурызбайский р-н, мкр Шугыла, Жунисова 2/13 к29 — Остановка Дала",4,75.8,4
781,781,1-комнатная квартира · 40 м² · 5/5 этаж,24600000,"Алатауский р-н, мкр Ожет, Северное кольцо 92/4 — Склад Метро",1,40.0,5
782,782,2-комнатная квартира · 78.5 м² · 7/9 этаж,39499000,"Ауэзовский р-н, мкр Аксай-1А 27 — Райымбека Яссауи",2,78.5,7
783,783,2-комнатная квартира · 78.5 м² · 7/9 этаж,39499000,"Ауэзовский р-н, мкр Аксай-1А 27 — Райымбека Яссауи",2,78.5,7
784,784,2-комнатная квартира · 45.6 м² · 4/8 этаж,41500000,"Бостандыкский р-н, мкр Орбита-3 5 — Мустафина-Торайгырова",2,45.6,4
785,785,1-комнатная квартира · 29.04 м²,19456800,"Алмалинский р-н, Ауэзова 2А",1,29.04,0
786,786,1-комнатная квартира · 50 м² · 9/10 этаж,26000000,"Наурызбайский р-н, Жунисова 8/6",1,50.0,9
787,787,3-комнатная квартира · 69.7 м² · 2/3 этаж,49500000,"Бостандыкский р-н, Мкрн. Нурлытау 932 — Аль Фараби",3,69.7,2
788,788,1-комнатная квартира · 39 м² · 9/12 этаж,25000000,"Наурызбайский р-н, Коктерек 139/7",1,39.0,9
789,789,1-комнатная квартира · 30 м² · 1/10 этаж,21500000,"Турксибский р-н, Сейфуллина — Сейфуллина",1,30.0,1
790,790,1-комнатная квартира · 46 м² · 8/13 этаж,29900000,"Жетысуский р-н, Есенова 160/3",1,46.0,8
791,791,2-комнатная квартира · 82.5 м² · 3/3 этаж,63000000,"Наурызбайский р-н, Мкр Курамыс 78",2,82.5,3
792,792,3-комнатная квартира · 61 м² · 9/10 этаж,33000000,"Турксибский р-н, Сейфуллина 51/1",3,61.0,9
793,793,1-комнатная квартира · 18 м² · 1/6 этаж,11000000,"Бостандыкский р-н, Кенесары хана 83/1",1,18.0,1
794,794,3-комнатная квартира · 119.9 м²,137885000,"Медеуский р-н, Сагадат Нурмагамбетов 71",3,119.9,0
795,795,1-комнатная квартира · 39 м²,37050000,"Бостандыкский р-н, Розыбакиева 158",1,39.0,0
796,796,3-комнатная квартира · 105.8 м²,87814000,"Бостандыкский р-н, Розыбакиева 158",3,105.8,0
797,797,1-комнатная квартира · 44.6 м²,53520000,"Алмалинский р-н, Ади Шарипова 100",1,44.6,0
798,798,1-комнатная квартира · 35 м² · 3/3 этаж,19500000,"Турксибский р-н, мкр Альмерек, Суюнбая 671",1,35.0,3
799,799,2-комнатная квартира · 64 м² · 6/13 этаж,52500000,"Ауэзовский р-н, Шаляпина саина 1/18",2,64.0,6
800,800,1-комнатная квартира · 44 м² · 12/12 этаж,28000000,"Алатауский р-н, Бауыржана Момышулы",1,44.0,12
801,801,3-комнатная квартира · 116 м² · 7/13 этаж,69900000,"Алмалинский р-н, Толе би 273а — Озеро Сайран",3,116.0,7
802,802,1-комнатная квартира · 40.2 м² · 8/16 этаж,28999999,"Наурызбайский р-н, Абишева — Рядом 7-Гор.больница",1,40.2,8
803,803,1-комнатная квартира · 44 м² · 12/12 этаж,28000000,"Алатауский р-н, Бауыржана Момышулы",1,44.0,12
804,804,3-комнатная квартира · 116 м² · 7/13 этаж,69900000,"Алмалинский р-н, Толе би 273а — Озеро Сайран",3,116.0,7
805,805,1-комнатная квартира · 40.2 м² · 8/16 этаж,28999999,"Наурызбайский р-н, Абишева — Рядом 7-Гор.больница",1,40.2,8
806,806,4-комнатная квартира · 149 м² · 8/16 этаж,119900000,"Бостандыкский р-н, мкр Керемет — Тимирязева Сейфулина",4,149.0,8
807,807,4-комнатная квартира · 119 м² · 7/9 этаж,100000000,"Медеуский р-н, Богенбай батыра",4,119.0,7
808,808,2-комнатная квартира · 64 м² · 1/10 этаж,38000000,"Наурызбайский р-н, мкр Шугыла 340/3",2,64.0,1
809,809,3-комнатная квартира · 77.3 м² · 5/5 этаж,47000000,"Наурызбайский р-н, мкр Шугыла 6/6 — Алтын Орда 6/6",3,77.3,5
810,810,3-комнатная квартира · 70 м² · 1/9 этаж,49000000,"Алмалинский р-н, мкр Тастак-3, Мкр Тастак-2 — Ислама Каримова 87а",3,70.0,1
811,811,1-комнатная квартира · 37 м² · 6/12 этаж,46000000,Сейфуллина 4 — Макатаева,1,37.0,6
812,812,2-комнатная квартира · 66.5 м² · 2/10 этаж,55000000,"Ауэзовский р-н, Навои 58/1",2,66.5,2
813,813,1-комнатная квартира · 29 м² · 1/7 этаж,19000000,"Алатауский р-н, мкр Акбулак, Шарипова 206/6",1,29.0,1
814,814,2-комнатная квартира · 53 м² · 5/5 этаж,30000000,"Жетысуский р-н, мкр Кокжиек",2,53.0,5
815,815,2-комнатная квартира · 57.1 м² · 2/3 этаж,39000000,"Бостандыкский р-н, мкр Ерменсай, Талды 63",2,57.1,2
816,816,2-комнатная квартира · 45.77 м²,38401030,"Жетысуский р-н, Райымбека 219Б",2,45.77,0
817,817,3-комнатная квартира · 84 м² · 9/11 этаж,53000000,"Ауэзовский р-н, Навои 58/1",3,84.0,9
818,818,3-комнатная квартира · 60 м² · 5/13 этаж,53900000,"Алмалинский р-н, Муратбаева 14/4 — Макатаева Муратбаева",3,60.0,5
819,819,3-комнатная квартира · 86 м² · 5/5 этаж,40999999,"Алатауский р-н, мкр Саялы",3,86.0,5
820,820,2-комнатная квартира · 83 м² · 1/15 этаж,38900000,"Алмалинский р-н, мкр Тастак-2, Төле би — Напротив парка Сайран",2,83.0,1
821,821,3-комнатная квартира · 104 м² · 11/18 этаж,84999990,"Бостандыкский р-н, Абая 164/2 — Брусиловского",3,104.0,11
822,822,2-комнатная квартира · 64.77 м²,38279070,"Турксибский р-н, Тараз 8/1",2,64.77,0
823,823,2-комнатная квартира · 57.1 м² · 2/3 этаж,39000000,"Бостандыкский р-н, мкр Ерменсай, Талды 63",2,57.1,2
824,824,2-комнатная квартира · 45.77 м²,38401030,"Жетысуский р-н, Райымбека 219Б",2,45.77,0
825,825,3-комнатная квартира · 84 м² · 9/11 этаж,53000000,"Ауэзовский р-н, Навои 58/1",3,84.0,9
826,826,3-комнатная квартира · 60 м² · 5/13 этаж,53900000,"Алмалинский р-н, Муратбаева 14/4 — Макатаева Муратбаева",3,60.0,5
827,827,3-комнатная квартира · 86 м² · 5/5 этаж,40999999,"Алатауский р-н, мкр Саялы",3,86.0,5
828,828,2-комнатная квартира · 83 м² · 1/15 этаж,38900000,"Алмалинский р-н, мкр Тастак-2, Төле би — Напротив парка Сайран",2,83.0,1
829,829,3-комнатная квартира · 104 м² · 11/18 этаж,84999990,"Бостандыкский р-н, Абая 164/2 — Брусиловского",3,104.0,11
830,830,2-комнатная квартира · 64.77 м²,38279070,"Турксибский р-н, Тараз 8/1",2,64.77,0
831,831,5-комнатная квартира · 246.7 м² · 3/3 этаж,155000000,"Бостандыкский р-н, мкр Архат 20/3",5,246.7,3
832,832,5-комнатная квартира · 232.6 м² · 1/3 этаж,150000000,"Бостандыкский р-н, мкр Архат 20/3",5,232.6,1
833,833,1-комнатная квартира · 43 м² · 5/6 этаж,28000000,"Турксибский р-н, Ровенского 1",1,43.0,5
834,834,1-комнатная квартира · 38 м² · 2/16 этаж,25999999,"Наурызбайский р-н, Абишева",1,38.0,2
835,835,2-комнатная квартира · 46 м² · 4/5 этаж,34000000,"Турксибский р-н, мкр Кайрат, Тараз 1/1 — Кульджинский тракт",2,46.0,4
836,836,2-комнатная квартира · 43.2 м² · 7/12 этаж,35000000,"Наурызбайский р-н, Райымбека 351/1",2,43.2,7
837,837,3-комнатная квартира · 70 м²,38500000,"Алатауский р-н, Райымбека 481/1 — Райымбек даңғылы 481/1 .",3,70.0,0
