,Unnamed: 0,Title,Price,Location,Rooms,Area,Floor
0,0,3-комнатная квартира · 77 м² · 4/9 этаж,70000000,"Бостандыкский р-н, мкр Алмагуль",3,77.0,4
1,1,1-комнатная квартира · 50 м² · 9/10 этаж,26000000,"Наурызбайский р-н, Жунисова 8/6",1,50.0,9
2,2,2-комнатная квартира · 47 м² · 3/4 этаж,26000000,"Турксибский р-н, мкр 13-й военный городок, Суюнбая 292а — Суюнбая 292а",2,47.0,3
3,3,2-комнатная квартира · 55.2 м² · 4/10 этаж,53000000,"Ауэзовский р-н, мкр №12, 12-й мкрн 26",2,55.2,4
4,4,4-комнатная квартира · 160 м² · 5/16 этаж,65000000,"Наурызбайский р-н, мкр Шугыла, Жуалы",4,160.0,5
5,5,3-комнатная квартира · 58.7 м² · 1/4 этаж,38000000,"Алмалинский р-н, Манаса 3 — Угол Шевченко",3,58.7,1
6,6,3-комнатная квартира · 77 м² · 1/9 этаж,45000000,"Алатауский р-н, мкр Зердели, Аркалык 137  кв 1/156",3,77.0,1
7,7,3-комнатная квартира · 60 м² · 5/5 этаж,42000000,"Жетысуский р-н, мкр Айнабулак-3 114",3,60.0,5
8,8,4-комнатная квартира · 97 м² · 2/10 этаж,65000000,"Наурызбайский р-н, мкр Шугыла 340/3 к 5 — Улугбека",4,97.0,2
9,9,2-комнатная квартира · 65 м² · 10/10 этаж,31000000,"Наурызбайский р-н, мкр Калкаман-1, Жунисова 4/9",2,65.0,10
10,10,1-комнатная квартира · 42.8 м² · 12/13 этаж,22500000,"Ауэзовский р-н, мкр Сайран, Райымбека 341 — Толе-би",1,42.8,12
11,11,3-комнатная квартира · 86.4 м² · 2/18 этаж,86000000,"Ауэзовский р-н, мкр Сайран 5 — Утеген Батыра 11 Г",3,86.4,2
12,12,1-комнатная квартира · 50 м² · 3/10 этаж,32000000,"Алатауский р-н, мкр Акбулак, Чуланова",1,50.0,3
13,13,2-комнатная квартира · 83 м² · 5/10 этаж,70000000,"Медеуский р-н, Назарбаева",2,83.0,5
14,14,4-комнатная квартира · 114.04 м²,81082440,"Жетысуский р-н, Райымбека 219Б",4,114.04,0
15,15,1-комнатная квартира · 43.73 м²,26281730,"Турксибский р-н, Тараз",1,43.73,0
16,16,2-комнатная квартира · 47.5 м² · 7/10 этаж,40000000,"Наурызбайский р-н, Кенесары хана 54",2,47.5,7
17,17,1-комнатная квартира · 36.3 м² · 10/12 этаж,25500000,"Алатауский р-н, мкр Акбулак, 1-я улица 111",1,36.3,10
18,18,2-комнатная квартира · 70 м² · 1/7 этаж,35000000,"Алатауский р-н, Касыма Шарипова 206/9",2,70.0,1
19,19,2-комнатная квартира · 59 м²,42000000,"Алатауский р-н, мкр Аккент, Шарипа Омарова 1 — Фаризы Онгарсыновой",2,59.0,0
20,20,3-комнатная квартира · 97.7 м² · 14/16 этаж,96000000,"Бостандыкский р-н, Гагарина 233",3,97.7,14
21,21,2-комнатная квартира · 44.5 м² · 4/5 этаж,31000000,"Жетысуский р-н, мкр Айнабулак-1 15",2,44.5,4
22,22,2-комнатная квартира · 73 м² · 4/10 этаж,43000000,"Ауэзовский р-н, мкр Сайран, Утеген батыра 73 11 — Толеби Утеген батыра",2,73.0,4
23,23,2-комнатная квартира · 78 м² · 4/9 этаж,43000000,"Наурызбайский р-н, мкр Шугыла 340/3к17",2,78.0,4
24,24,4-комнатная квартира · 128 м² · 10/16 этаж,130000000,"Бостандыкский р-н, Мусрепова 24 — Сатпаева",4,128.0,10
25,25,3-комнатная квартира · 87 м² · 2 этаж,120000000,"Бостандыкский р-н, Аль-Фараби 41",3,87.0,0
26,26,3-комнатная квартира · 72 м² · 9/12 этаж,43500000,"Алатауский р-н, мкр Акбулак, Дарабоз 65 — Момышулы",3,72.0,9
27,27,1-комнатная квартира · 31 м² · 1/5 этаж,25500000,"Бостандыкский р-н, мкр Орбита-3 — проспект Аль-Фараби и Саина",1,31.0,1
28,28,1-комнатная квартира · 51 м² · 11/16 этаж,65000000,"Бостандыкский р-н, Розыбакиева 388/Б2",1,51.0,11
29,29,5-комнатная квартира · 230.94 м²,392598000,"Медеуский р-н, Городская 3",5,230.94,0
30,30,2-комнатная квартира · 57.33 м²,33824700,"Турксибский р-н, Тараз",2,57.33,0
31,31,1-комнатная квартира · 33.6 м² · 5/5 этаж,21000000,"Турксибский р-н, мкр Жулдыз-2, Дунентаева 22",1,33.6,5
32,32,3-комнатная квартира · 76 м² · 3/5 этаж,80000000,"Алмалинский р-н, Ауэзова 69 — Шевченко",3,76.0,3
33,33,3-комнатная квартира · 83 м² · 5/5 этаж,79000000,"Алмалинский р-н, Желтоксан 129 — Столичный ЦГ",3,83.0,5
34,34,2-комнатная квартира · 71.4 м² · 17/17 этаж,49000000,"Ауэзовский р-н, Навои — Джандосова",2,71.4,17
35,35,3-комнатная квартира · 54.79 м²,39667960,"Алатауский р-н, Бауыржана Момышулы 11/14а",3,54.79,0
36,36,4-комнатная квартира · 204.33 м²,126684600,Алатуская трасса п. Туздыбастау,4,204.33,0
37,37,1-комнатная квартира · 96.58 м²,91751000,"Медеуский р-н, Жамакаева 254",1,96.58,0
38,38,1-комнатная квартира · 45 м² · 1/9 этаж,32000000,"Наурызбайский р-н, Акбата 46/3 — Жандосова Ашимова",1,45.0,1
39,39,2-комнатная квартира · 51 м² · 5/9 этаж,34500000,"Наурызбайский р-н, мкр Шугыла 34 — Абая алатаускии",2,51.0,5
40,40,2-комнатная квартира · 76.7 м² · 13/18 этаж,48000000,"Алмалинский р-н, Брусиловского 167 — Шакарима",2,76.7,13
41,41,2-комнатная квартира · 54 м² · 8/9 этаж,31000000,"Турксибский р-н, Сарыарка",2,54.0,8
42,42,4-комнатная квартира · 250 м²,152500000,"Бостандыкский р-н, мкр Ерменсай, Ушкемпирова 42",4,250.0,0
43,43,1-комнатная квартира · 45 м² · 1/9 этаж,32000000,"Наурызбайский р-н, Акбата 46/3 — Жандосова Ашимова",1,45.0,1
44,44,2-комнатная квартира · 51 м² · 5/9 этаж,34500000,"Наурызбайский р-н, мкр Шугыла 34 — Абая алатаускии",2,51.0,5
45,45,2-комнатная квартира · 76.7 м² · 13/18 этаж,48000000,"Алмалинский р-н, Брусиловского 167 — Шакарима",2,76.7,13
46,46,2-комнатная квартира · 54 м² · 8/9 этаж,31000000,"Турксибский р-н, Сарыарка",2,54.0,8
47,47,4-комнатная квартира · 250 м²,152500000,"Бостандыкский р-н, мкр Ерменсай, Ушкемпирова 42",4,250.0,0
48,48,1-комнатная квартира · 38 м² · 11/12 этаж,26000000,"Алатауский р-н, Улица Байтерекова, 73 — Улица Байтерекова, 73",1,38.0,11
49,49,1-комнатная квартира · 32.1 м² · 5/5 этаж,36000000,"Бостандыкский р-н, Гагарина",1,32.1,5
50,50,3-комнатная квартира · 58.5 м² · 4/4 этаж,50000000,"Алмалинский р-н, мкр Тастак-3, Ауэзова 64/1 — Шевченко",3,58.5,4
51,51,2-комнатная квартира · 52 м² · 10/10 этаж,32500000,"Турксибский р-н, Сейфуллина 51",2,52.0,10
52,52,2-комнатная квартира · 57 м² · 9/10 этаж,28999999,"Наурызбайский р-н, мкр Шугыла, Жунисова — Алатау",2,57.0,9
53,53,1-комнатная квартира · 43 м² · 2/5 этаж,28500000,"Медеуский р-н, мкр Думан-2 26 — Халык Арена",1,43.0,2
54,54,2-комнатная квартира · 79.93 м²,135881000,"Бостандыкский р-н, Радостовца 12",2,79.93,0
55,55,2-комнатная квартира · 81 м²,85050000,"Медеуский р-н, Оспанова 83/36",2,81.0,0
56,56,2-комнатная квартира · 82.5 м²,99000000,"Медеуский р-н, Сагадат Нурмагамбетов 71",2,82.5,0
57,57,1-комнатная квартира · 29.8 м²,11324000,"Алатауский р-н, Момышулы, севернее ул. Монке би",1,29.8,0
58,58,3-комнатная квартира · 118.8 м²,142560000,"Алмалинский р-н, Ади Шарипова 100",3,118.8,0
59,59,2-комнатная квартира · 65.28 м²,47654400,"Алатауский р-н, Ботакоз 2/1",2,65.28,0
60,60,5-комнатная квартира · 187 м² · 2/3 этаж,410525000,"Бостандыкский р-н, мкр Мирас 118",5,187.0,2
61,61,1-комнатная квартира · 39.1 м² · 4/9 этаж,35000000,"Алмалинский р-н, шевченко 129 — муканова",1,39.1,4
62,62,2-комнатная квартира · 65 м² · 2/9 этаж,37500000,"Наурызбайский р-н, мкр Шугыла, Мкр. Шугыла 340/3 — проспект Абая",2,65.0,2
63,63,1-комнатная квартира · 30 м² · 5/5 этаж,17000000,"Алатауский р-н, мкр Саялы 33 — ул Аркалык 33",1,30.0,5
64,64,1-комнатная квартира · 40 м² · 4/12 этаж,31500000,"Наурызбайский р-н, мкр Шугыла",1,40.0,4
65,65,2-комнатная квартира · 65 м² · 5/6 этаж,27500000,"Жетысуский р-н, мкр Кокжиек 42",2,65.0,5
66,66,3-комнатная квартира · 128.8 м²,130088000,"Медеуский р-н, Оспанова 83/36",3,128.8,0
67,67,1-комнатная квартира · 33 м² · 5/5 этаж,38000000,"Медеуский р-н, Пр.Достык — Омарова - Байжанова",1,33.0,5
68,68,2-комнатная квартира · 63.3 м² · 11/12 этаж,74000000,"Бостандыкский р-н, Розыбакиева 181а",2,63.3,11
69,69,3-комнатная квартира · 100 м² · 13/16 этаж,85500000,"Бостандыкский р-н, Сатпаева 90/58",3,100.0,13
70,70,2-комнатная квартира · 70 м² · 1/7 этаж,38500000,"Турксибский р-н, Микрорайон Кайрат 313",2,70.0,1
71,71,2-комнатная квартира · 68 м² · 2/10 этаж,37000000,"Наурызбайский р-н, мкр Шугыла, Жүнісова — Магнум",2,68.0,2
72,72,3-комнатная квартира · 82 м² · 9 этаж,66000000,"Наурызбайский р-н, мкр Калкаман-1, Абишева 36/13",3,82.0,0
73,73,1-комнатная квартира · 40 м² · 12/13 этаж,26999999,"Наурызбайский р-н, Абишева",1,40.0,12
74,74,3-комнатная квартира · 70 м² · 3/7 этаж,47000000,"Алатауский р-н, Касыма Шарипова 206/4 — Саина",3,70.0,3
75,75,2-комнатная квартира · 43.5 м² · 2/3 этаж,28500000,"Жетысуский р-н, мкр Дорожник, Микрорайон Кокмайса",2,43.5,2
76,76,3-комнатная квартира · 76 м² · 1/9 этаж,48000000,"Ауэзовский р-н, мкр Жетысу-2 31 — Улугбека Сайна",3,76.0,1
77,77,2-комнатная квартира · 76 м² · 18/20 этаж,78000000,"Бостандыкский р-н, Гагарина 310 — Альфараби угол Гагарина",2,76.0,18
78,78,3-комнатная квартира · 77 м² · 1/4 этаж,55000000,"Бостандыкский р-н, мкр Алмагуль, Розыбакиева 153 В",3,77.0,1
79,79,1-комнатная квартира · 24.3 м² · 2/2 этаж,17000000,"Турксибский р-н, Суюнбая — Суюнбая-Хмельницкого",1,24.3,2
80,80,1-комнатная квартира · 35 м² · 1/2 этаж,12500000,"Жетысуский р-н, проспект Т.Рыскулова 66",1,35.0,1
81,81,2-комнатная квартира · 64 м² · 2/6 этаж,28000000,"Жетысуский р-н, мкр Кокжиек",2,64.0,2
82,82,1-комнатная квартира · 40 м² · 5/12 этаж,42000000,"Бостандыкский р-н, Сатпаева — Туркебаева",1,40.0,5
83,83,2-комнатная квартира · 52 м² · 6/6 этаж,28000000,"Алатауский р-н, мкр Нуркент 9/9",2,52.0,6
84,84,2-комнатная квартира · 65 м² · 4/16 этаж,36000000,"Алатауский р-н, мкр Аккент",2,65.0,4
85,85,3-комнатная квартира · 78 м² · 7/9 этаж,64000000,"Медеуский р-н, мкр Думан-2, Мкрн Думан-2 61",3,78.0,7
86,86,3-комнатная квартира · 58.7 м² · 1/3 этаж,38000000,"Жетысуский р-н, мкр Дорожник, Микрорайон Кокмайса 36/2блокА",3,58.7,1
87,87,3-комнатная квартира · 90 м² · 5/10 этаж,54900000,"Турксибский р-н, Сейфуллина",3,90.0,5
88,88,2-комнатная квартира · 44.4 м² · 1/4 этаж,26990000,"Ауэзовский р-н, мкр №1 66",2,44.4,1
89,89,3-комнатная квартира · 77 м² · 6/6 этаж,38000000,"Наурызбайский р-н, Жунисова",3,77.0,6
90,90,3-комнатная квартира · 72 м² · 3/5 этаж,52500000,"Ауэзовский р-н, мкр Жетысу-4, Жетісу-4 ш/а. — Абая Момышұлы",3,72.0,3
91,91,2-комнатная квартира · 58.7 м² · 5/5 этаж,33500000,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6) 22",2,58.7,5
92,92,3-комнатная квартира · 77 м² · 8/8 этаж,71000000,"Алмалинский р-н, Курмангазы — Байсеитова",3,77.0,8
93,93,2-комнатная квартира · 64.7 м² · 8/9 этаж,36000000,"Алатауский р-н, Бауыржана Момышулы 11/1",2,64.7,8
94,94,1-комнатная квартира · 44 м² · 2/5 этаж,35000000,"Алмалинский р-н, Шевченко 162 — Байзакова",1,44.0,2
95,95,1-комнатная квартира · 24 м² · 3/3 этаж,16200000,"Алатауский р-н, Устирт 22",1,24.0,3
96,96,1-комнатная квартира · 43.15 м² · 1/12 этаж,32000000,"Алатауский р-н, мкр Гажайып, Бауыржана Момышулы I — Монке би",1,43.15,1
97,97,4-комнатная квартира · 83 м² · 4/5 этаж,51500000,"Ауэзовский р-н, мкр Аксай-4",4,83.0,4
98,98,3-комнатная квартира · 87 м² · 7/12 этаж,72000000,"Наурызбайский р-н, Коктерек 139/11",3,87.0,7
99,99,1-комнатная квартира · 27 м² · 6/10 этаж,19000000,"Наурызбайский р-н, мкр Шугыла, Жунисова 12/1",1,27.0,6
100,100,2-комнатная квартира · 55 м² · 7/12 этаж,34000000,"Алатауский р-н, мкр Дарабоз 37 — Алматы арена",2,55.0,7
101,101,1-комнатная квартира · 38 м² · 3/5 этаж,19000000,"Алатауский р-н, Северное кольцо 92/4",1,38.0,3
102,102,1-комнатная квартира · 58 м² · 9/14 этаж,25000000,"Наурызбайский р-н, мкр Шугыла, Жуалы",1,58.0,9
103,103,2-комнатная квартира · 69 м² · 4/10 этаж,37300000,"Алатауский р-н, мкр Акбулак, Чуланова 127 — Момышулы - Рыскулова",2,69.0,4
104,104,2-комнатная квартира · 68 м² · 7/9 этаж,36500000,"Алатауский р-н, мкр Акбулак 35",2,68.0,7
105,105,2-комнатная квартира · 67 м² · 4/9 этаж,33000000,"Алатауский р-н, мкр Нуркент, Мкр Нуркент (Алгабас-1) 42 — Ул Рысулова - Ул Момышулы",2,67.0,4
106,106,4-комнатная квартира · 100 м² · 5/5 этаж,79000000,"Алмалинский р-н, Розыбакиева 70",4,100.0,5
107,107,2-комнатная квартира · 57.6 м² · 16/16 этаж,57000000,"Бостандыкский р-н, Розыбакиева 197/6 — Ескараева",2,57.6,16
108,108,1-комнатная квартира · 21 м² · 2/3 этаж,13000000,"Турксибский р-н, Майлина 117",1,21.0,2
109,109,3-комнатная квартира · 105 м² · 10/12 этаж,90000000,"Бостандыкский р-н, Торайгырова 21/1",3,105.0,10
110,110,3-комнатная квартира · 60 м² · 4/4 этаж,33499999,"Ауэзовский р-н, мкр №1 45 — Алтынсарин Улугбека",3,60.0,4
111,111,3-комнатная квартира · 73 м² · 3/3 этаж,73000000,"Медеуский р-н, Кербулакская 8/1 к1 — Оспанова",3,73.0,3
112,112,3-комнатная квартира · 67.19 м² · 11/12 этаж,41000000,"Алатауский р-н, Бауыржана Момышулы 5 — Монке би",3,67.19,11
113,113,3-комнатная квартира · 75.2 м² · 5/5 этаж,30900000,"Алатауский р-н, мкр Ожет, Северное кольцо — Рынок Ожет, Кенжехан",3,75.2,5
114,114,3-комнатная квартира · 70.9 м² · 16/16 этаж,65000000,"Бостандыкский р-н, Сатпаева 90/58 — ТРЦ АДК",3,70.9,16
115,115,1-комнатная квартира · 36.5 м² · 5/9 этаж,27000000,"Медеуский р-н, мкр Атырау",1,36.5,5
116,116,3-комнатная квартира · 93 м² · 5/9 этаж,52000000,"Жетысуский р-н, мкр Кулагер",3,93.0,5
117,117,2-комнатная квартира · 34.6 м² · 2/2 этаж,17940000,"Алатауский р-н, Кисловодская 35",2,34.6,2
118,118,3-комнатная квартира · 86.6 м²,44382500,Абая 2а/1,3,86.6,0
119,119,3-комнатная квартира · 137 м²,89050000,"Бостандыкский р-н, мкр Ерменсай, Ушкемпирова 42",3,137.0,0
120,120,2-комнатная квартира · 48.43 м²,26152200,"Жетысуский р-н, Райымбека 241",2,48.43,0
121,121,1-комнатная квартира · 42.8 м² · 2/5 этаж,26000000,"Алатауский р-н, 20-й микрорайон",1,42.8,2
122,122,1-комнатная квартира · 33 м² · 10/10 этаж,22000000,"Наурызбайский р-н, мкр Шугыла, Мкр. Шугыла 340/3",1,33.0,10
123,123,1-комнатная квартира · 33 м² · 10/10 этаж,22000000,"Наурызбайский р-н, мкр Шугыла, Мкр. Шугыла 340/3",1,33.0,10
124,124,3-комнатная квартира · 107 м² · 14/16 этаж,46000000,"Наурызбайский р-н, мкр Шугыла, Жуалы 26",3,107.0,14
125,125,3-комнатная квартира · 82 м² · 15/16 этаж,41000000,"Наурызбайский р-н, мкр Калкаман-2, Абишева 36/9 — СРОЧНО ТОГР-Ипотека",3,82.0,15
126,126,2-комнатная квартира · 55 м² · 2/9 этаж,35000000,"Алмалинский р-н, мкр Тастак-2, Брусиловского 28 — Дүйсенова",2,55.0,2
127,127,3-комнатная квартира · 76.2 м² · 6/6 этаж,35000000,"Жетысуский р-н, мкр Кокжиек 9",3,76.2,6
128,128,3-комнатная квартира · 124.61 м²,247475460,"Бостандыкский р-н, мкр Мирас, Саина 1а/1",3,124.61,0
129,129,3-комнатная квартира · 140.9 м²,105675000,"Ауэзовский р-н, Аскарова — Саина",3,140.9,0
130,130,3-комнатная квартира · 80.03 м²,45617100,"Алмалинский р-н, Ауэзова 2А",3,80.03,0
131,131,1-комнатная квартира · 50 м²,17500000,Аксай 70,1,50.0,0
132,132,2-комнатная квартира · 65 м² · 11/13 этаж,38000000,"Алмалинский р-н, Муратбаева 14 — Макатаева",2,65.0,11
133,133,2-комнатная квартира · 70.8 м² · 9/18 этаж,63000000,"Бостандыкский р-н, Навои 208 — Торайгырова",2,70.8,9
134,134,2-комнатная квартира · 70 м² · 2/10 этаж,40000000,"Наурызбайский р-н, мкр Шугыла, Алтын орда",2,70.0,2
135,135,2-комнатная квартира · 63.5 м² · 9/13 этаж,40000000,"Жетысуский р-н, Есенова 160/3 — Баянаульская",2,63.5,9
136,136,2-комнатная квартира · 50 м² · 3/10 этаж,35000000,"Турксибский р-н, Сейфуллина 51 — Кассина",2,50.0,3
137,137,3-комнатная квартира · 57.9 м² · 3/4 этаж,39500000,"Ауэзовский р-н, мкр №1 33 — Саина - Улугбека",3,57.9,3
138,138,3-комнатная квартира · 120 м² · 10/20 этаж,70000000,"Алмалинский р-н, Брусиловского 163 — Брусиловского-Кулымбетова",3,120.0,10
139,139,2-комнатная квартира · 42.7 м² · 2/2 этаж,23500000,"Турксибский р-н, Шолохова — Сауранбаева",2,42.7,2
140,140,2-комнатная квартира · 93.11 м²,79329720,"Бостандыкский р-н, Лебедева 1/1",2,93.11,0
141,141,3-комнатная квартира · 88 м² · 6/9 этаж,51000000,"Алатауский р-н, мкр Нуркент, Мкр Нуркент (Алгабас-1) 63 — Рыскулова",3,88.0,6
142,142,3-комнатная квартира · 90.2 м² · 9/10 этаж,66000000,"Ауэзовский р-н, мкр №6 36б — Саина-Шаляпина",3,90.2,9
143,143,2-комнатная квартира · 70 м² · 3/9 этаж,39000000,"Алатауский р-н, Суатколь — Рыскулова/ Момышулы",2,70.0,3
144,144,4-комнатная квартира · 95 м² · 5/5 этаж,62500000,"Турксибский р-н, Толстого — ул Сейфуллина уг. Шолохова",4,95.0,5
145,145,2-комнатная квартира · 86 м² · 7/16 этаж,61000000,"Ауэзовский р-н, Навои 37 — Жандосова",2,86.0,7
146,146,2-комнатная квартира · 64 м² · 5/5 этаж,42900000,"Медеуский р-н, мкр Думан-2 29",2,64.0,5
147,147,4-комнатная квартира · 128.9 м²,148235000,"Медеуский р-н, Сагадат Нурмагамбетов 71",4,128.9,0
148,148,2-комнатная квартира · 58 м² · 2/6 этаж,31000000,"Алатауский р-н, мкр Самгау 46/13 — Рыскулова Петрова",2,58.0,2
149,149,2-комнатная квартира · 51 м² · 2/8 этаж,27000000,"Алатауский р-н, Шоссе Северное кольцо",2,51.0,2
150,150,2-комнатная квартира · 61 м² · 5/12 этаж,62000000,"Медеуский р-н, Достык 69 — Шевченко",2,61.0,5
151,151,2-комнатная квартира · 52 м² · 11/12 этаж,36800000,"Алатауский р-н, мкр Гажайып, Бауыржана Момышулы блок 1 — Монке би",2,52.0,11
152,152,4-комнатная квартира · 84 м² · 2/5 этаж,46000000,"Ауэзовский р-н, мкр Аксай-3А, Мкр Аксай 3А — Ул Толе би - Ул Яссауи",4,84.0,2
153,153,2-комнатная квартира · 72.5 м² · 4/12 этаж,60175000,"Ауэзовский р-н, Аскарова 1 — Саина/Аскарова",2,72.5,4
154,154,4-комнатная квартира · 150.1 м² · 2/6 этаж,182000000,"Бостандыкский р-н, мкр Ерменсай 25/1 — 6 переулок",4,150.1,2
155,155,2-комнатная квартира · 50 м² · 3/12 этаж,55000000,"Жетысуский р-н, Райымбека 259 — Райымбека Брюсова",2,50.0,3
156,156,2-комнатная квартира · 80.7 м²,65367000,"Ауэзовский р-н, Аскарова — Саина",2,80.7,0
157,157,1-комнатная квартира · 46.4 м²,44080000,"Бостандыкский р-н, Розыбакиева 158",1,46.4,0
158,158,1-комнатная квартира · 31.8 м²,11130000,"Алатауский р-н, Момышулы, севернее ул. Монке би",1,31.8,0
159,159,2-комнатная квартира · 50 м² · 3/3 этаж,39000000,"Наурызбайский р-н, Егора Редько 3 — Выше Аль-Фараби - Аскарова, р-н школы Бобек",2,50.0,3
160,160,2-комнатная квартира · 44 м² · 2/4 этаж,22500000,"Турксибский р-н, мкр 13-й военный городок, Суюнбая",2,44.0,2
161,161,2-комнатная квартира · 53 м² · 9/10 этаж,27500000,"Наурызбайский р-н, Алтын орда",2,53.0,9
162,162,2-комнатная квартира · 69 м² · 12/12 этаж,72000000,"Алмалинский р-н, проспект Абая 165 — Тургут Озала",2,69.0,12
163,163,1-комнатная квартира · 46.4 м²,44080000,"Бостандыкский р-н, Розыбакиева 158",1,46.4,0
164,164,1-комнатная квартира · 31.8 м²,11130000,"Алатауский р-н, Момышулы, севернее ул. Монке би",1,31.8,0
165,165,2-комнатная квартира · 50 м² · 3/3 этаж,39000000,"Наурызбайский р-н, Егора Редько 3 — Выше Аль-Фараби - Аскарова, р-н школы Бобек",2,50.0,3
166,166,2-комнатная квартира · 44 м² · 2/4 этаж,22500000,"Турксибский р-н, мкр 13-й военный городок, Суюнбая",2,44.0,2
167,167,2-комнатная квартира · 53 м² · 9/10 этаж,27500000,"Наурызбайский р-н, Алтын орда",2,53.0,9
168,168,2-комнатная квартира · 69 м² · 12/12 этаж,72000000,"Алмалинский р-н, проспект Абая 165 — Тургут Озала",2,69.0,12
169,169,2-комнатная квартира · 51 м² · 5/5 этаж,29000000,"Жетысуский р-н, мкр Кулагер — Серикова",2,51.0,5
170,170,2-комнатная квартира · 58 м² · 6/6 этаж,29900000,"Наурызбайский р-н, мкр Шугыла, Жунисова 2/13 — Алатау толе би",2,58.0,6
171,171,2-комнатная квартира · 85 м² · 4/4 этаж,74000000,"Бостандыкский р-н, мкр Актобе",2,85.0,4
172,172,1-комнатная квартира · 43 м² · 5/9 этаж,27500000,"Турксибский р-н, мкр Кайрат, Майлина-Хмельницкого, ПК Кунаев — Хмельницкого",1,43.0,5
173,173,4-комнатная квартира · 198.31 м²,312338250,"Медеуский р-н, мкр Горный Гигант, Оспанова 1а/11",4,198.31,0
174,174,1-комнатная квартира · 28 м²,16391200,Абая 2а/1,1,28.0,0
175,175,4-комнатная квартира · 140.06 м²,238102000,"Медеуский р-н, Городская 3",4,140.06,0
176,176,2-комнатная квартира · 43.5 м² · 2/2 этаж,22500000,"Турксибский р-н, Кассина 168 — Район Мехпосёлок",2,43.5,2
177,177,2-комнатная квартира · 47.1 м² · 6/10 этаж,27000000,"Алатауский р-н, мкр Аккент, Мкр. Аккент 88",2,47.1,6
178,178,2-комнатная квартира · 52 м² · 6/8 этаж,28000000,"Алатауский р-н, Шоссе Северное кольцо 92/10 — Кенжехан базар",2,52.0,6
179,179,2-комнатная квартира · 57 м² · 3/9 этаж,32500000,"Турксибский р-н, Сарыарка 1/1",2,57.0,3
180,180,2-комнатная квартира · 49.3 м² · 9/13 этаж,26500000,"Ауэзовский р-н, Райымбека 348/1",2,49.3,9
181,181,2-комнатная квартира · 64 м² · 16/19 этаж,40000000,"Алмалинский р-н, Брусиловского 167",2,64.0,16
182,182,3-комнатная квартира · 138 м² · 8/16 этаж,52999999,"Наурызбайский р-н, мкр Шугыла, Жуалы — Мкр. Калкаман",3,138.0,8
183,183,2-комнатная квартира · 50 м² · 3/6 этаж,35000000,"Наурызбайский р-н, мкр Шугыла, Жунисова",2,50.0,3
184,184,4-комнатная квартира · 127.16 м²,86850280,"Турксибский р-н, Кульджинский тр-т 80/1",4,127.16,0
185,185,4-комнатная квартира · 129 м²,141900000,"Бостандыкский р-н, Арайлы 2/12",4,129.0,0
186,186,5-комнатная квартира · 283 м²,380000000,"Медеуский р-н, Аскар Тау 364",5,283.0,0
187,187,5-комнатная квартира · 309 м²,400000000,"Медеуский р-н, Аскар Тау 364",5,309.0,0
188,188,1-комнатная квартира · 51.67 м²,49086500,"Медеуский р-н, Жамакаева 254",1,51.67,0
189,189,1-комнатная квартира · 43 м²,17200000,И. Жансугурова 90е,1,43.0,0
190,190,2-комнатная квартира · 53 м² · 3/9 этаж,26000000,"Наурызбайский р-н, Жунисова 8, 8/1 - 10, 14, 14/1-19, 12, 12/1-9",2,53.0,3
191,191,2-комнатная квартира · 65.78 м² · 6/13 этаж,38000000,"Алмалинский р-н, Муратбаева",2,65.78,6
192,192,1-комнатная квартира · 55 м² · 4/14 этаж,48000000,"Бостандыкский р-н, Гагарина проспект 124 — Абая Гагарина",1,55.0,4
193,193,2-комнатная квартира · 43 м² · 2/12 этаж,48000000,"Алмалинский р-н, Шарипова 100",2,43.0,2
194,194,3-комнатная квартира · 77 м² · 1/9 этаж,48000000,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6) — Монке би - Момышулы",3,77.0,1
195,195,2-комнатная квартира · 68 м² · 7 этаж,54000000,"Алмалинский р-н, Айтеке Би — Желтоксан",2,68.0,0
196,196,3-комнатная квартира · 93.2 м² · 5/10 этаж,58000000,"Наурызбайский р-н, Кенесары хана 54",3,93.2,5
197,197,4-комнатная квартира · 164.9 м²,102238000,Алатуская трасса п. Туздыбастау,4,164.9,0
198,198,2-комнатная квартира · 90.3 м²,69531000,"Ауэзовский р-н, Аскарова — Саина",2,90.3,0
199,199,2-комнатная квартира · 50 м² · 1/5 этаж,30000000,"Ауэзовский р-н, мкр Тастак-1 19",2,50.0,1
200,200,2-комнатная квартира · 56 м² · 9/9 этаж,35000000,"Ауэзовский р-н, мкр Мамыр-4",2,56.0,9
201,201,3-комнатная квартира · 105 м² · 3/17 этаж,113000000,"Медеуский р-н, Макатаева 2",3,105.0,3
202,202,2-комнатная квартира · 69.9 м²,35823750,Абая 2а/1,2,69.9,0
203,203,2-комнатная квартира · 76.62 м²,48347220,"Турксибский р-н, Тараз 8/1",2,76.62,0
204,204,3-комнатная квартира · 125.87 м²,232859500,"Бостандыкский р-н, Радостовца 12",3,125.87,0
205,205,3-комнатная квартира · 92.7 м²,71379000,"Ауэзовский р-н, Аскарова — Саина",3,92.7,0
206,206,2-комнатная квартира · 69.43 м²,83316000,"Алмалинский р-н, Ади Шарипова 100",2,69.43,0
207,207,1-комнатная квартира · 32 м² · 6/6 этаж,16000000,"Алатауский р-н, Северное кольцо 86/7",1,32.0,6
