Title,Price,Location,Rooms,Area,Floor,Price_per_m2,Segment,FloorCategory,AreaCategory
Отдельный дом · 2 комнаты · 80 м² · 9.2 сот.,8500000.0,"мкр	Байтак-3, 1 проезд 1",2,80.0,1,106250.0,комфорт,низкий,средняя
Отдельный дом · 5 комнат · 200 м² · 6 сот.,65000000.0,"мкр Атырау, Ойкала (Кендирли)",5,200.0,1,325000.0,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 80 м² · 8 сот.,30000000.0,Сейдалиева 40,4,80.0,1,375000.0,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 192 м² · 7 сот.,65000000.0,Бектасова 89,4,192.0,1,338541.6666666667,комфорт,низкий,большая
Отдельный дом · 7 комнат · 65 м² · 10 сот.,8500000.0,"мкр. Курмыш, Гостандарт 6 — Нокина",7,65.0,1,130769.23076923077,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 120 м² · 11.9 сот.,52000000.0,41 квартал 7 — Северо-Западный жилой район,4,120.0,1,433333.3333333333,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 75 м² · 8 сот.,10000000.0,Комарова 35 — Не далеко от центра,3,75.0,1,133333.33333333334,комфорт,низкий,средняя
Часть дома · 3 комнаты · 52 м² · 8 сот.,29000000.0,Казахская 61,3,52.0,1,557692.3076923077,элит,низкий,средняя
Отдельный дом · 3 комнаты · 110 м² · 6 сот.,29000000.0,"мкр. Зачаганск пгт, Цветочная — Гринько",3,110.0,1,263636.36363636365,комфорт,низкий,большая
Отдельный дом · 6 комнат · 200 м² · 10 сот.,105000000.0,"Абайский р-н, мкр Ынтымак , Қошқар ата 26 — Жаңақоғам",6,200.0,1,525000.0,элит,низкий,большая
Отдельный дом · 8 комнат · 360 м² · 15 сот.,14000000.0,"Ахмирово, Мерей 18",8,360.0,1,38888.88888888889,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 84.1 м² · 9 сот.,18000000.0,"Енбекшинский р-н, Мкр Азат 350/1",3,84.1,1,214030.91557669442,комфорт,низкий,средняя
Отдельный дом · 5 комнат · 156 м² · 6 сот.,47000000.0,Ауезова 11,5,156.0,1,301282.0512820513,комфорт,низкий,большая
Отдельный дом · 5 комнат · 120 м² · 10.5 сот.,160000000.0,"Бостандыкский р-н, мкр Нурлытау (Энергетик), Салтанат 8/2",5,120.0,1,1333333.3333333333,элит,низкий,большая
Часть дома · 3 комнаты · 49.7 м² · 3.11 сот.,24000000.0,"Турксибский р-н, Великолукская 21",3,49.7,1,482897.384305835,комфорт,низкий,малая
Отдельный дом · 3 комнаты · 120 м² · 5 сот.,29900000.0,Сейфуллина 443а,3,120.0,1,249166.66666666666,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 75 м² · 10 сот.,28000000.0,"пгт Балыкши, Масалимова",3,75.0,1,373333.3333333333,комфорт,низкий,средняя
Отдельный дом · 3 комнаты · 88 м² · 8 сот.,55000000.0,"Наурызбайский р-н, мкр Акжар, Салык Зиманова",3,88.0,1,625000.0,элит,низкий,средняя
Отдельный дом · 2 комнаты · 72 м² · 6.1 сот.,14000000.0,Томская — Горторг,2,72.0,1,194444.44444444444,комфорт,низкий,средняя
Отдельный дом · 6 комнат · 240 м² · 10 сот.,120000000.0,Жанибекова 61/1,6,240.0,1,500000.0,комфорт,низкий,большая
Отдельный дом · 7 комнат · 250 м² · 10 сот.,53000000.0,Кокшетау 32 — Сакен жунисов 32,7,250.0,1,212000.0,комфорт,низкий,большая
Отдельный дом · 5 комнат · 168 м² · 10 сот.,37000000.0,Абылайхан 115,5,168.0,1,220238.09523809524,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 60.5 м² · 7 сот.,13700000.0,ул. 2-ая 22 — С. Актас,3,60.5,1,226446.28099173555,комфорт,низкий,средняя
Отдельный дом · 3 комнаты · 70 м² · 5 сот.,10000000.0,Каусар 13,3,70.0,1,142857.14285714287,комфорт,низкий,средняя
Отдельный дом · 6 комнат · 160 м² · 8 сот.,47000000.0,"Каратауский р-н, Мкр. Тассай ул. Науатас 56 — СК ""БИИК"". угол Ақсүмбе - Алмат.трасса",6,160.0,1,293750.0,комфорт,низкий,большая
Отдельный дом · 7 комнат · 400 м² · 10 сот.,145000000.0,"Казыбек би р-н, мкр Юго-Восток, Университетская 26 — Язева",7,400.0,1,362500.0,комфорт,низкий,большая
Отдельный дом · 5 комнат · 128 м² · 10 сот.,40000000.0,"Нура р-н, Караоткель поселок  иманова 20",5,128.0,1,312500.0,комфорт,низкий,большая
Отдельный дом · 5 комнат · 200 м² · 14 сот.,70000000.0,"Туран р-н, Кайнар булак",5,200.0,1,350000.0,комфорт,низкий,большая
Отдельный дом · 6 комнат · 280 м² · 7 сот.,280000000.0,"Бостандыкский р-н, мкр Баганашыл 22 — СТ Мамыр 22",6,280.0,1,1000000.0,элит,низкий,большая
Отдельный дом · 1 комната · 34.1 м² · 10 сот.,18000000.0,Казахстанская 18 — Гостиница Марсель в 100м,1,34.1,1,527859.2375366569,элит,низкий,малая
Отдельный дом · 5 комнат · 260 м² · 6 сот.,37500000.0,Улытау 22а,5,260.0,1,144230.76923076922,комфорт,низкий,большая
Отдельный дом · 6 комнат · 200.6 м² · 9 сот.,58000000.0,"мкр Атырау, Олке 889",6,200.6,1,289132.60219341976,комфорт,низкий,большая
Отдельный дом · 6 комнат · 314 м² · 5 сот.,95000000.0,"Казыбек би р-н, мкр Новый Город",6,314.0,1,302547.77070063696,комфорт,низкий,большая
Часть дома · 3 комнаты · 58 м² · 3 сот.,15000000.0,"Туран р-н, Шолохова 108 — Адырбекова Гоголя",3,58.0,1,258620.6896551724,комфорт,низкий,средняя
Отдельный дом · 5 комнат · 243 м² · 896 сот.,55000000.0,"мкр Оркен, 46 11",5,243.0,1,226337.4485596708,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 203.9 м² · 10 сот.,38000000.0,Акжар,4,203.9,1,186365.86562040215,комфорт,низкий,большая
Отдельный дом · 6 комнат · 297 м² · 12.7 сот.,330000000.0,"Наурызбайский р-н, мкр Калкаман-2, Байкена Ашимова",6,297.0,1,1111111.111111111,элит,низкий,большая
Отдельный дом · 15 комнат · 735 м² · 11 сот.,530000000.0,"Алматы р-н, Панфилова 18",15,735.0,1,721088.4353741497,элит,низкий,большая
Отдельный дом · 4 комнаты · 110 м² · 9 сот.,28000000.0,Ишимская,4,110.0,1,254545.45454545456,комфорт,низкий,большая
Отдельный дом · 5 комнат · 90 м² · 8 сот.,28000000.0,"Абайский р-н, мкр Самал-3 154 — Алмалы бак",5,90.0,1,311111.1111111111,комфорт,низкий,средняя
Отдельный дом · 5 комнат · 280 м² · 10 сот.,33000000.0,"жилой массив Жанаконыс, Уч 47",5,280.0,1,117857.14285714286,комфорт,низкий,большая
Дача · 3 комнаты · 40 м² · 7 сот.,10000000.0,"мкр Жулдыз, Малиновая 82 — улица Малиновая 82",3,40.0,1,250000.0,комфорт,низкий,малая
Часть дома · 4 комнаты · 150 м² · 3 сот.,58000000.0,Омирузак 8/1,4,150.0,1,386666.6666666667,комфорт,низкий,большая
Отдельный дом · 8 комнат · 240 м² · 6 сот.,95000000.0,"Жумабаева 30 — В Центре,",8,240.0,1,395833.3333333333,комфорт,низкий,большая
Отдельный дом · 2 комнаты · 151 м² · 6 сот.,31000000.0,41-й разъезд 32б,2,151.0,1,205298.0132450331,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 199 м² · 8 сот.,48000000.0,улица алаша 21а,3,199.0,1,241206.03015075377,комфорт,низкий,большая
Отдельный дом · 5 комнат · 206 м² · 8 сот.,45000000.0,Аубакирова 123,5,206.0,1,218446.60194174756,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 172 м² · 17.5 сот.,49000000.0,Такежанова 3,4,172.0,1,284883.72093023255,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 80 м² · 4.3 сот.,25000000.0,"Казыбек би р-н, мкр Юго-Восток, Нуржанова 72 — Жаровня",4,80.0,1,312500.0,комфорт,низкий,средняя
Отдельный дом · 5 комнат · 189.7 м² · 5 сот.,80000000.0,Жазира 57,5,189.7,1,421718.50289931474,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 89 м² · 6 сот.,22000000.0,Элеваторная 9 — Район Тайвань,4,89.0,1,247191.01123595505,комфорт,низкий,средняя
Отдельный дом · 5 комнат · 180 м² · 8 сот.,60000000.0,"Абайский р-н, мкр Северо-Запад — Утегенова с Аргынбекова",5,180.0,1,333333.3333333333,комфорт,низкий,большая
Отдельный дом · 5 комнат · 200 м² · 500 сот.,55000000.0,Саяжай 34,5,200.0,1,275000.0,комфорт,низкий,большая
Дача · 5 комнат · 200 м² · 24 сот.,90000000.0,"Абайский р-н, жилой массив Кайнар Булак, Центральная",5,200.0,1,450000.0,комфорт,низкий,большая
Отдельный дом · 2 комнаты · 80 м² · 12 сот.,25000000.0,Геолог 2 — Сыпыра жырау.   Арай отекли,2,80.0,1,312500.0,комфорт,низкий,средняя
Дача · 4 комнаты · 200 м² · 12.3 сот.,27000000.0,.,4,200.0,1,135000.0,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 130 м² · 10 сот.,50000000.0,"Алатауский р-н, мкр Мадениет, Курты 22/4",4,130.0,1,384615.3846153846,комфорт,низкий,большая
Отдельный дом · 6 комнат · 175 м² · 10 сот.,28700000.0,Бөлек батыра,6,175.0,1,164000.0,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 365 м² · 8 сот.,330000000.0,"Ауэзовский р-н, мкр Таугуль-3",4,365.0,1,904109.5890410959,элит,низкий,большая
Отдельный дом · 6 комнат · 285 м² · 8 сот.,163000000.0,"Туран р-н, Мырзаходжаев 63 — Сзади дет.сада Арука",6,285.0,1,571929.8245614035,элит,низкий,большая
Отдельный дом · 5 комнат · 256 м² · 5 сот.,280000000.0,Аль-Фараби 15 — Между ЦУМ и набережной,5,256.0,1,1093750.0,элит,низкий,большая
Дача · 4 комнаты · 200 м² · 12 сот.,25000000.0,Жилмассив Жалын 17 — Кристалл гараж,4,200.0,1,125000.0,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 140 м² · 10 сот.,25000000.0,Микрорайон Орман 17,4,140.0,1,178571.42857142858,комфорт,низкий,большая
Часть дома · 4 комнаты · 150 м² · 15 сот.,300000000.0,Алатау,4,150.0,1,2000000.0,элит,низкий,большая
Отдельный дом · 5 комнат · 250 м² · 10 сот.,35000000.0,"мкр Лесхоз, Кұбаш Медеубаева 44а",5,250.0,1,140000.0,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 110 м² · 10 сот.,25000000.0,Бауыржан Момышұлы 35,4,110.0,1,227272.72727272726,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 47 м² · 6 сот.,8500000.0,Ульбинская 37 — Спортивная,3,47.0,1,180851.06382978722,комфорт,низкий,малая
Отдельный дом · 8 комнат · 277 м² · 6 сот.,59000000.0,Новостройка 1499 — Новая больница,8,277.0,1,212996.38989169674,комфорт,низкий,большая
Отдельный дом · 5 комнат · 150 м² · 10 сот.,28000000.0,Село Шеркала (ныне Мангистау-4) 141 — Село Шеркала (ныне Мангистау-4),5,150.0,1,186666.66666666666,комфорт,низкий,большая
Отдельный дом · 7 комнат · 115.9 м² · 18 сот.,70000000.0,Островского — Район старой больницы,7,115.9,1,603968.9387402934,элит,низкий,большая
Часть дома · 3 комнаты · 70 м² · 15 сот.,27000000.0,"ул Алия Молдогулова 3/2 — При въезде, после арки",3,70.0,1,385714.28571428574,комфорт,низкий,средняя
Отдельный дом · 6 комнат · 180 м² · 7 сот.,30000000.0,2-й Алатауский пер 14 — Массив Тастак,6,180.0,1,166666.66666666666,комфорт,низкий,большая
Часть дома · 6 комнат · 208 м² · 120 сот.,75000000.0,Нұрсат 1 — Басқұдық жолдың бойы,6,208.0,1,360576.92307692306,комфорт,низкий,большая
Отдельный дом · 5 комнат · 250 м² · 6 сот.,30000000.0,Текеи батыр 82 — Абдреева-Текеи батыр возле кафе Бозгул,5,250.0,1,120000.0,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 60 м² · 3 сот.,16300000.0,Ростовская — Щедрина,3,60.0,1,271666.6666666667,комфорт,низкий,средняя
Дача · 1 комната · 24 м² · 6 сот.,6000000.0,Цветочная 23,1,24.0,1,250000.0,комфорт,низкий,малая
Отдельный дом · 3 комнаты · 35 м² · 3 сот.,32300000.0,"Турксибский р-н, Бехтерева 31/1 — Жумабаева",3,35.0,1,922857.1428571428,элит,низкий,малая
Отдельный дом · 5 комнат · 99 м² · 2 сот.,31500000.0,Шорманова 25,5,99.0,1,318181.8181818182,комфорт,низкий,средняя
Отдельный дом · 6 комнат · 140 м² · 10 сот.,23000000.0,Маншук Маметовой 38,6,140.0,1,164285.7142857143,комфорт,низкий,большая
Отдельный дом · 8 комнат · 450 м² · 11 сот.,200000000.0,мкр Кунаева,8,450.0,1,444444.44444444444,комфорт,низкий,большая
Дача · 3 комнаты · 50 м² · 7 сот.,23000000.0,"Алатауский р-н, мкр Мадениет, Салбурын 59/14",3,50.0,1,460000.0,комфорт,низкий,малая
Отдельный дом · 4 комнаты · 120 м² · 6 сот.,20000000.0,"мкр Шанхай, Казангапа 78 — Пожарского Вавилова",4,120.0,1,166666.66666666666,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 54 м² · 3 сот.,15000000.0,"Ульбинский, Тургенева 16а",4,54.0,1,277777.77777777775,комфорт,низкий,средняя
Дача · 8 комнат · 500 м² · 18 сот.,75000000.0,"мкр Коктем, Садавод -1 36 — На берегу первая линия",8,500.0,1,150000.0,комфорт,низкий,большая
Отдельный дом · 15 комнат · 723 м² · 17 сот.,425000000.0,"Казыбек би р-н, мкр Юго-Восток, Оазис 8",15,723.0,1,587828.4923928077,элит,низкий,большая
Отдельный дом · 3 комнаты · 120 м² · 1 сот.,16000000.0,Кокесем 148,3,120.0,1,133333.33333333334,комфорт,низкий,большая
Отдельный дом · 5 комнат · 180 м² · 9 сот.,117000000.0,"Наурызбайский р-н, мкр Карагайлы, Ер Косай батыр",5,180.0,1,650000.0,элит,низкий,большая
Отдельный дом · 4 комнаты · 195 м² · 10 сот.,55000000.0,"мкр Сарыкамыс-2, Аккайын 25",4,195.0,1,282051.28205128206,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 92 м² · 5.15 сот.,45000000.0,Рыскулбекова — Район парка Кирова,4,92.0,1,489130.4347826087,комфорт,низкий,средняя
Отдельный дом · 7 комнат · 220 м² · 10 сот.,30000000.0,Кумыз 40,7,220.0,1,136363.63636363635,комфорт,низкий,большая
Отдельный дом · 5 комнат · 250 м² · 6 сот.,45000000.0,ДП Место под солнцем — 10-линия,5,250.0,1,180000.0,комфорт,низкий,большая
Отдельный дом · 6 комнат · 146 м² · 5 сот.,8000000.0,"Камерторган 47 — БАКАД, около олимпийской деревни",6,146.0,1,54794.520547945205,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 100 м² · 5 сот.,19000000.0,мкр Шанхай — Пацаева и Глинки,4,100.0,1,190000.0,комфорт,низкий,средняя
Дача · 3 комнаты · 42 м² · 10 сот.,6500000.0,"Садоводческое товарищество ""Виктория"" 14",3,42.0,1,154761.90476190476,комфорт,низкий,малая
Отдельный дом · 4 комнаты · 103 м² · 10 сот.,28000000.0,Жунусов 276/2 — Орталык коше,4,103.0,1,271844.66019417474,комфорт,низкий,большая
Отдельный дом · 5 комнат · 490 м² · 10 сот.,74990000.0,"Каратауский р-н, Кайтпас 2, Акжайык. — Ул. Самгау.",5,490.0,1,153040.81632653062,комфорт,низкий,большая
Отдельный дом · 2 комнаты · 70 м² · 7 сот.,16000000.0,Жумабаева 158 — С Ул.Кусаинова,2,70.0,1,228571.42857142858,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 88.7 м² · 5 сот.,29000000.0,"мкр Шанхай, Брат.Жубановвх 264 — БСМП, между ул. Пацаева и Макаренко",4,88.7,1,326944.7576099211,комфорт,низкий,средняя
Отдельный дом · 10 комнат · 513 м² · 12 сот.,140000000.0,"Каратауский р-н, мкр Кайтпас 2, Токпан 75",10,513.0,1,272904.4834307992,комфорт,низкий,большая
Отдельный дом · 5 комнат · 200 м² · 10 сот.,99000000.0,"Нура р-н, мкр Уркер",5,200.0,1,495000.0,комфорт,низкий,большая
Часть дома · 2 комнаты · 38.4 м² · 1 сот.,21500000.0,"Жетысуский р-н, Ул.Туринская 20",2,38.4,1,559895.8333333334,элит,низкий,малая
Отдельный дом · 5 комнат · 150 м² · 20 сот.,45000000.0,"Абайский р-н, мкр Жанаталап",5,150.0,1,300000.0,комфорт,низкий,большая
Отдельный дом · 5 комнат · 157 м² · 8.75 сот.,45000000.0,"Нияз батыр 7 — Супермаркета ""Жандос""",5,157.0,1,286624.20382165606,комфорт,низкий,большая
Отдельный дом · 5 комнат · 312 м² · 7 сот.,90000000.0,"Медеуский р-н, мкр Алатау (ИЯФ) 396А — Жагалау",5,312.0,1,288461.53846153844,комфорт,низкий,большая
Отдельный дом · 5 комнат · 133 м² · 7 сот.,11000000.0,Абилкасым 52 — Углавой,5,133.0,1,82706.76691729324,комфорт,низкий,большая
Отдельный дом · 6 комнат · 156.2 м² · 133.3 сот.,18000000.0,Белкөл кенті пер. Путейцев 2А 2А,6,156.2,1,115236.8758002561,комфорт,низкий,большая
Отдельный дом · 9 комнат · 135 м² · 12.2 сот.,18000000.0,Азербаева 30,9,135.0,1,133333.33333333334,комфорт,низкий,большая
Часть дома · 3 комнаты · 60 м² · 3 сот.,23000000.0,Хабаровская — Геринга-хабаровская,3,60.0,1,383333.3333333333,комфорт,низкий,средняя
Отдельный дом · 7 комнат · 340 м² · 10 сот.,85000000.0,"жилой массив Кирпичный, Жасканат 5",7,340.0,1,250000.0,комфорт,низкий,большая
Отдельный дом · 6 комнат · 200 м² · 6 сот.,59900000.0,Шиели 17 — По Ташкентской трассе,6,200.0,1,299500.0,комфорт,низкий,большая
Отдельный дом · 6 комнат · 312 м² · 12.5 сот.,110000000.0,"Каратауский р-н, мкр Туран",6,312.0,1,352564.10256410256,комфорт,низкий,большая
Дача · 1 комната · 49.7 м² · 7 сот.,12000000.0,Яблоневая 24а — Садоводство клен,1,49.7,1,241448.6921529175,комфорт,низкий,малая
Отдельный дом · 4 комнаты · 84.1 м² · 4 сот.,23000000.0,"С.Ушконыр , уч.3888 163 — Зеленый забор - 2 ші көше , новостроика",4,84.1,1,273483.9476813318,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 170 м² · 5 сот.,65000000.0,Дуйсена Баянова 194,4,170.0,1,382352.9411764706,комфорт,низкий,большая
Отдельный дом · 5 комнат · 368 м² · 6.1 сот.,160000000.0,"Медеуский р-н, мкр Думан-2, ул. Суюнбая, КГ ""Радуга"" 32",5,368.0,1,434782.60869565216,комфорт,низкий,большая
Отдельный дом · 5 комнат · 100 м² · 5 сот.,45000000.0,Микрорайон. Гульдер 34,5,100.0,1,450000.0,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 88 м² · 21 сот.,11500000.0,Бокейханова 70,4,88.0,1,130681.81818181818,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 145 м² · 3.5 сот.,149000000.0,"Медеуский р-н, Переулок Коккинаки 7 — Луганского-сатпаева",4,145.0,1,1027586.2068965518,элит,низкий,большая
Отдельный дом · 3 комнаты · 168 м² · 8 сот.,29000000.0,"мкр Бирлик-2, 9",3,168.0,1,172619.04761904763,комфорт,низкий,большая
Отдельный дом · 5 комнат · 120 м² · 5 сот.,30000000.0,мкр Шанхай — Пацаева Санкибай батыра,5,120.0,1,250000.0,комфорт,низкий,большая
Отдельный дом · 6 комнат · 550 м² · 12 сот.,185000000.0,Самал 1 мкр 141/13,6,550.0,1,336363.63636363635,комфорт,низкий,большая
Отдельный дом · 5 комнат · 84 м² · 9.5 сот.,8500000.0,Клубничная 42,5,84.0,1,101190.47619047618,комфорт,низкий,средняя
Отдельный дом · 5 комнат · 200 м² · 8 сот.,65000000.0,"мкр Водник-3, Ынтымақ 4 — Шымбулак",5,200.0,1,325000.0,комфорт,низкий,большая
Отдельный дом · 8 комнат · 271 м² · 4 сот.,380000000.0,"Медеуский р-н, мкр Горный Гигант, Жамакаева 48 — Алдар Косе - Жамакаева",8,271.0,1,1402214.0221402214,элит,низкий,большая
Отдельный дом · 6 комнат · 139.9 м² · 9 сот.,6000000.0,Конай Батыр 2/А — Центр,6,139.9,1,42887.776983559685,комфорт,низкий,большая
Отдельный дом · 5 комнат · 317.8 м² · 11.025 сот.,60000000.0,19 мкрн. 122А — Ориентировочно Улы дала и Козы корпеш,5,317.8,1,188797.98615481434,комфорт,низкий,большая
Отдельный дом · 6 комнат · 380 м² · 7 сот.,700000000.0,"Медеуский р-н, Бекхожина 10 — Луганского",6,380.0,1,1842105.2631578948,элит,низкий,большая
Часть дома · 4 комнаты · 165 м² · 2 сот.,70000000.0,"мкр Ак Шагала, Акберен 7",4,165.0,1,424242.42424242425,комфорт,низкий,большая
Отдельный дом · 8 комнат · 500 м² · 5 сот.,155000000.0,"мкр ""Шыгыс 2"", Мкр ""Шыгыс 2"" 66",8,500.0,1,310000.0,комфорт,низкий,большая
Отдельный дом · 2 комнаты · 60 м² · 10 сот.,200000000.0,"Алатауский р-н, мкр Ожет",2,60.0,1,3333333.3333333335,элит,низкий,средняя
Отдельный дом · 5 комнат · 170 м² · 8 сот.,45000000.0,"Туран р-н, Қызылкемер 32 — Бекболатова",5,170.0,1,264705.8823529412,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 132.4 м² · 8 сот.,58000000.0,Садовая,4,132.4,1,438066.46525679756,комфорт,низкий,большая
Часть дома · 4 комнаты · 45 м² · 900 сот.,12000000.0,78Коммунаров 51 — 1,4,45.0,1,266666.6666666667,комфорт,низкий,малая
Отдельный дом · 5 комнат · 170 м² · 8 сот.,40000000.0,4 ул 27 — Ақжар 2,5,170.0,1,235294.11764705883,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 80 м² · 8 сот.,20000000.0,14 годовщина Семипалатинская — Дачный,3,80.0,1,250000.0,комфорт,низкий,средняя
Отдельный дом · 12 комнат · 652 м² · 20 сот.,300000000.0,"Есильский р-н, мкр Комсомольский 26 — Айша биби",12,652.0,1,460122.6993865031,комфорт,низкий,большая
Отдельный дом · 5 комнат · 300 м² · 7.5 сот.,330000000.0,"Бостандыкский р-н, КГ Альпийские Луга — Royal Gardens",5,300.0,1,1100000.0,элит,низкий,большая
Отдельный дом · 4 комнаты · 124.7 м² · 6 сот.,35500000.0,Iлe ayдaны (ПKCT Пepвoмaйcкий Paй),4,124.7,1,284683.2397754611,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 110 м² · 11.5 сот.,8500000.0,Дом,3,110.0,1,77272.72727272728,комфорт,низкий,большая
Отдельный дом · 5 комнат · 180 м² · 7 сот.,125000000.0,"Наурызбайский р-н, мкр Карагайлы, Ерен 31/2",5,180.0,1,694444.4444444445,элит,низкий,большая
Отдельный дом · 3 комнаты · 100 м² · 15 сот.,49900000.0,"Алматы р-н, Аралкум 22 — Гольф клуб",3,100.0,1,499000.0,комфорт,низкий,средняя
Отдельный дом · 5 комнат · 357 м² · 10 сот.,100000000.0,Жумыскер 3 — Вблизи основной трассы,5,357.0,1,280112.0448179272,комфорт,низкий,большая
Отдельный дом · 7 комнат · 150 м² · 4.5 сот.,75000000.0,"Турксибский р-н, Осенняя 152 — Жансугурова- Жумабаева",7,150.0,1,500000.0,комфорт,низкий,большая
Отдельный дом · 8 комнат · 400 м² · 22 сот.,260000000.0,"Наурызбайский р-н, Обувщик — Джандосова -Аксайская больница (Верхняя Каменская )",8,400.0,1,650000.0,элит,низкий,большая
Отдельный дом · 3 комнаты · 121 м² · 8 сот.,30000000.0,КП АНПЗ — КП АНПЗ,3,121.0,1,247933.88429752065,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 220 м² · 10 сот.,70000000.0,Аккол — Бурыл шағын ауданы,4,220.0,1,318181.8181818182,комфорт,низкий,большая
Отдельный дом · 7 комнат · 400 м² · 13 сот.,125500000.0,Алтын Ауыл 32,7,400.0,1,313750.0,комфорт,низкий,большая
Отдельный дом · 6 комнат · 327 м² · 8 сот.,85000000.0,Переулок Заводская 10,6,327.0,1,259938.83792048928,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 108 м² · 6 сот.,22000000.0,Квартал 1 491 — От мечети 500м,3,108.0,1,203703.7037037037,комфорт,низкий,большая
Отдельный дом · 7 комнат · 550 м² · 20 сот.,355000000.0,Дружбы Народов,7,550.0,1,645454.5454545454,элит,низкий,большая
Отдельный дом · 4 комнаты · 125 м² · 5 сот.,56000000.0,Шевченко 56 — Морозова,4,125.0,1,448000.0,комфорт,низкий,большая
Отдельный дом · 8 комнат · 200 м² · 5.5 сот.,60000000.0,"Аль-Фарабийский р-н, Курмангазы 4 — Параллельно проспекту Конаева за магазином Технодом",8,200.0,1,300000.0,комфорт,низкий,большая
Отдельный дом · 6 комнат · 210 м² · 10 сот.,26000000.0,Наурыз 61 — Айсулу базар,6,210.0,1,123809.52380952382,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 90.9 м² · 5 сот.,30000000.0,Боктер 224Б,3,90.9,1,330033.00330033,комфорт,низкий,средняя
Отдельный дом · 5 комнат · 290 м² · 20 сот.,152000000.0,Муратбаева,5,290.0,1,524137.9310344828,элит,низкий,большая
Отдельный дом · 3 комнаты · 77.5 м² · 7.45 сот.,19000000.0,Береговая 88 — Станция,3,77.5,1,245161.29032258064,комфорт,низкий,средняя
Отдельный дом · 6 комнат · 113 м² · 4 сот.,50000000.0,мкр. Зачаганск пгт 25/1 — А.Костеева,6,113.0,1,442477.8761061947,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 380 м² · 10 сот.,295000000.0,1 микрорайон 92,4,380.0,1,776315.7894736842,элит,низкий,большая
Часть дома · 4 комнаты · 170 м² · 2 сот.,11000000.0,Советская 9,4,170.0,1,64705.882352941175,комфорт,низкий,большая
Отдельный дом · 5 комнат · 120 м² · 8 сот.,40000000.0,"Каратауский р-н, мкр Кайтпас 1, Доспамбет жырау 27",5,120.0,1,333333.3333333333,комфорт,низкий,большая
Часть дома · 5 комнат · 240 м² · 3 сот.,270000000.0,Таужиеги 39,5,240.0,1,1125000.0,элит,низкий,большая
Отдельный дом · 3 комнаты · 150 м² · 19 сот.,25000000.0,Шыганак 31,3,150.0,1,166666.66666666666,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 56 м² · 600 сот.,19500000.0,Букурова 52 — Конечная остановка,4,56.0,1,348214.28571428574,комфорт,низкий,средняя
Отдельный дом · 5 комнат · 100 м² · 8 сот.,17500000.0,Джандосова 11 — Джамбула,5,100.0,1,175000.0,комфорт,низкий,средняя
Часть дома · 5 комнат · 300 м² · 10 сот.,15000000.0,Алматы 61,5,300.0,1,50000.0,комфорт,низкий,большая
Отдельный дом · 5 комнат · 144 м² · 6 сот.,29000000.0,Самал 6,5,144.0,1,201388.88888888888,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 200 м² · 8.4 сот.,90000000.0,"Бостандыкский р-н, Сатпаева 26 — АДК",4,200.0,1,450000.0,комфорт,низкий,большая
Отдельный дом · 5 комнат · 180 м² · 10 сот.,63000000.0,Наурыз — Наурыз,5,180.0,1,350000.0,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 90 м² · 9 сот.,80000000.0,"Алатауский р-н, мкр Айгерим-2 91 — Алмерек Абыз Шугыла",3,90.0,1,888888.8888888889,элит,низкий,средняя
Отдельный дом · 4 комнаты · 169 м² · 6 сот.,70000000.0,Коркыт ата 5 — За магазином «Шах»,4,169.0,1,414201.18343195267,комфорт,низкий,большая
