Title,Price,Location,Rooms,Area,Floor,Price_per_m2,Segment,FloorCategory,AreaCategory
Часть дома · 3 комнаты · 87.2 м² · 3.53 сот.,37000000.0,"Турксибский р-н, Кассина 87а — Айбасова",3,87.2,1,424311.9266055046,комфорт,низкий,средняя
Отдельный дом · 5 комнат · 300 м² · 12 сот.,25000000.0,Маңғыстау,5,300.0,1,83333.33333333333,комфорт,низкий,большая
Часть дома · 3 комнаты · 80 м² · 8 сот.,7500000.0,Комсомольская 38/2,3,80.0,1,93750.0,комфорт,низкий,средняя
Отдельный дом · 2 комнаты · 95 м² · 50 сот.,17000000.0,Ул.Жангир хана,2,95.0,1,178947.36842105264,комфорт,низкий,средняя
Отдельный дом · 3 комнаты · 24 м² · 62 сот.,20000000.0,М. Ауэзова 24 — Заправка,3,24.0,1,833333.3333333334,элит,низкий,малая
Отдельный дом · 5 комнат · 311 м² · 10 сот.,115000000.0,"Алматы р-н, Айнаколь 51",5,311.0,1,369774.9196141479,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 145 м² · 5 сот.,20000000.0,Исаева,4,145.0,1,137931.0344827586,комфорт,низкий,большая
Отдельный дом · 5 комнат · 196 м² · 12 сот.,45000000.0,"Каратауский р-н, Новостройка 24",5,196.0,1,229591.83673469388,комфорт,низкий,большая
Отдельный дом · 5 комнат · 196 м² · 12 сот.,45000000.0,"Каратауский р-н, Новостройка 24",5,196.0,1,229591.83673469388,комфорт,низкий,большая
Отдельный дом · 15 комнат · 520 м² · 12 сот.,110000000.0,"Медеуский р-н, Улица Халиуллина 212 — Куаныш град холл",15,520.0,1,211538.46153846153,комфорт,низкий,большая
Дача · 3 комнаты · 61.7 м² · 12 сот.,12500000.0,Деонищенко — П Рыскулова,3,61.7,1,202593.1928687196,комфорт,низкий,средняя
Отдельный дом · 6 комнат · 280 м² · 10 сот.,65000000.0,"мкр Самал, Ескалиев 46",6,280.0,1,232142.85714285713,комфорт,низкий,большая
Отдельный дом · 5 комнат · 140 м² · 8 сот.,55000000.0,"Абайский р-н, Куртаев — Куртаев",5,140.0,1,392857.14285714284,комфорт,низкий,большая
Часть дома · 6 комнат · 126 м² · 7.5 сот.,20000000.0,Кожахметова 22/2 — Перестчене Бокина,6,126.0,1,158730.15873015873,комфорт,низкий,большая
Отдельный дом · 6 комнат · 130 м² · 6 сот.,40000000.0,Кастеева 31 — Посёлок Кызылту 1. новостойка:Талгар-Достык,6,130.0,1,307692.3076923077,комфорт,низкий,большая
Отдельный дом · 5 комнат · 200 м² · 8 сот.,45000000.0,Актоган 27А,5,200.0,1,225000.0,комфорт,низкий,большая
Отдельный дом · 8 комнат · 300 м² · 6 сот.,130000000.0,"Алатауский р-н, мкр Шанырак-2",8,300.0,1,433333.3333333333,комфорт,низкий,большая
Отдельный дом · 7 комнат · 286 м² · 8 сот.,78000000.0,"Мкр,, Жанкент,, ул.Р.Маматаева 9 — Т.рыскулова",7,286.0,1,272727.2727272727,комфорт,низкий,большая
Отдельный дом · 7 комнат · 188 м² · 5 сот.,68000000.0,Боктер 21,7,188.0,1,361702.12765957444,комфорт,низкий,большая
Отдельный дом · 5 комнат · 130 м² · 6 сот.,21000000.0,Жакыпбаев 20 — Северо западный район,5,130.0,1,161538.46153846153,комфорт,низкий,большая
Часть дома · 4 комнаты · 100 м² · 6 сот.,66500000.0,"Турксибский р-н, Огарева 2л — 8 минут ходьбы от аэропорта",4,100.0,1,665000.0,элит,низкий,средняя
Отдельный дом · 4 комнаты · 107 м² · 10 сот.,43000000.0,Саркырама 24 — Жангозина,4,107.0,1,401869.15887850465,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 110 м² · 8.5 сот.,70000000.0,"Алатауский р-н, мкр Акбулак Томанова 27 — Томанова /Сухэ Батора",4,110.0,1,636363.6363636364,элит,низкий,большая
Отдельный дом · 7 комнат · 300 м² · 13.5 сот.,155000000.0,Гали Орманова — Каблиса Жирау,7,300.0,1,516666.6666666667,элит,низкий,большая
Отдельный дом · 4 комнаты · 165 м² · 6 сот.,80000000.0,Железнодорожная 87 — Назарбаева,4,165.0,1,484848.48484848486,комфорт,низкий,большая
Отдельный дом · 6 комнат · 278 м² · 11 сот.,57000000.0,Прибрежная 7 — Солнечный,6,278.0,1,205035.9712230216,комфорт,низкий,большая
Часть дома · 5 комнат · 120 м² · 36 сот.,150000000.0,"Каратауский р-н, Абдирова 2 — Ул.Куаныш Төлеметов ул.Жибек жолы",5,120.0,1,1250000.0,элит,низкий,большая
Отдельный дом · 6 комнат · 200 м² · 10 сот.,60000000.0,Жамбула 118,6,200.0,1,300000.0,комфорт,низкий,большая
Отдельный дом · 5 комнат · 200 м² · 1 сот.,8500000.0,Акбобек-2 91,5,200.0,1,42500.0,комфорт,низкий,большая
Дача · 2 комнаты · 50 м² · 12 сот.,24500000.0,12 9 — 12/9,2,50.0,1,490000.0,комфорт,низкий,малая
Отдельный дом · 4 комнаты · 240 м² · 6 сот.,15000000.0,Аитеи — Авто вокзал уш кныр,4,240.0,1,62500.0,комфорт,низкий,большая
Часть дома · 7 комнат · 240 м² · 6 сот.,49000000.0,"Абайский р-н, мкр 112 квартал 66",7,240.0,1,204166.66666666666,комфорт,низкий,большая
Дача · 2 комнаты · 50 м² · 8 сот.,10000000.0,Березовая 158,2,50.0,1,200000.0,комфорт,низкий,малая
Отдельный дом · 8 комнат · 160 м² · 8.88 сот.,55000000.0,Қонаева 48 — На против банкетного зала “Ханшайым”.,8,160.0,1,343750.0,комфорт,низкий,большая
Отдельный дом · 7 комнат · 350 м² · 7 сот.,135000000.0,"Турксибский р-н, мкр Кайрат",7,350.0,1,385714.28571428574,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 145 м² · 9 сот.,110000000.0,"Район Тёплого пляжа — На расстоянии 0,5 км. от б/о Стигл",3,145.0,1,758620.6896551724,элит,низкий,большая
Отдельный дом · 5 комнат · 170 м² · 8 сот.,40500000.0,Томирис 51 — Пересечение  ул Ауезова,5,170.0,1,238235.29411764705,комфорт,низкий,большая
Отдельный дом · 7 комнат · 300 м² · 10 сот.,70000000.0,Акбота 299,7,300.0,1,233333.33333333334,комфорт,низкий,большая
Дача · 4 комнаты · 180 м² · 5 сот.,14000000.0,Байшешек 73 — Рахат-1,4,180.0,1,77777.77777777778,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 96.7 м² · 5 сот.,20000000.0,Назарбаева,3,96.7,1,206825.23267838676,комфорт,низкий,средняя
Отдельный дом · 3 комнаты · 150 м² · 22 сот.,25000000.0,"Байзак, Қостобе ауылы Сармолдаева 58",3,150.0,1,166666.66666666666,комфорт,низкий,большая
Отдельный дом · 6 комнат · 170 м² · 6.5 сот.,77000000.0,"Жетысуский р-н, мкр Кулагер, Казыбаева 230 — Нет",6,170.0,1,452941.17647058825,комфорт,низкий,большая
Отдельный дом · 6 комнат · 160 м² · 15 сот.,30000000.0,Ахмирово 27 — Мечеть,6,160.0,1,187500.0,комфорт,низкий,большая
Отдельный дом · 2 комнаты · 40 м² · 8 сот.,15500000.0,20 квартал — Дом находится в Коксае,2,40.0,1,387500.0,комфорт,низкий,малая
Отдельный дом · 5 комнат · 182 м² · 8 сот.,27000000.0,Участок,5,182.0,1,148351.64835164836,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 100 м² · 6.2 сот.,50000000.0,Теремки 95,4,100.0,1,500000.0,комфорт,низкий,средняя
Отдельный дом · 3 комнаты · 110 м² · 22 сот.,25500000.0,Школьная 1 — Мира,3,110.0,1,231818.18181818182,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 68 м² · 6 сот.,6000000.0,Седьмая 57,3,68.0,1,88235.29411764706,комфорт,низкий,средняя
Отдельный дом · 3 комнаты · 82 м² · 9 сот.,28000000.0,Сейдалиева 110 — Центральная,3,82.0,1,341463.4146341463,комфорт,низкий,средняя
Отдельный дом · 5 комнат · 137 м² · 7 сот.,30000000.0,Сахалинская 42 — Чкалова-Сахалинская,5,137.0,1,218978.10218978103,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 220 м² · 10 сот.,48000000.0,Акжайык 180,4,220.0,1,218181.81818181818,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 100 м² · 10 сот.,35000000.0,Энтузиастов 19,4,100.0,1,350000.0,комфорт,низкий,средняя
Отдельный дом · 5 комнат · 338 м² · 6 сот.,170000000.0,"Алматы р-н, П.Энергетик, ул.Кызылой 1 — Ул.Шарля де Голя",5,338.0,1,502958.5798816568,элит,низкий,большая
Отдельный дом · 4 комнаты · 131 м² · 5 сот.,38700000.0,Бейбарыс 39 б,4,131.0,1,295419.8473282443,комфорт,низкий,большая
Дача · 4 комнаты · 54 м² · 7 сот.,10000000.0,Айвазовского 41,4,54.0,1,185185.1851851852,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 270 м² · 3 сот.,276000000.0,"Бостандыкский р-н, мкр Мирас — Аскарова",4,270.0,1,1022222.2222222222,элит,низкий,большая
Отдельный дом · 3 комнаты · 75 м² · 7 сот.,75000000.0,"Наурызбайский р-н, мкр Рахат, Центральная 40 — Парк ""Алиби""",3,75.0,1,1000000.0,элит,низкий,средняя
Отдельный дом · 2 комнаты · 120 м² · 6 сот.,36000000.0,"Мырзагали Казырета 20 — Магазина""Иверия""",2,120.0,1,300000.0,комфорт,низкий,большая
Отдельный дом · 6 комнат · 124 м² · 5 сот.,37000000.0,Матросова 47/2 — Калдаякова - Курманбекова,6,124.0,1,298387.0967741936,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 42 м² · 6 сот.,20000000.0,Авиаремонтник 11,3,42.0,1,476190.4761904762,комфорт,низкий,малая
Отдельный дом · 7 комнат · 380 м² · 12 сот.,250000000.0,"Наурызбайский р-н, мкр Каргалы, Ст Алма 501а — Звёздная поляна",7,380.0,1,657894.7368421053,элит,низкий,большая
Отдельный дом · 3 комнаты · 95 м² · 4.8 сот.,11500000.0,Трекино — 7км желаевская трасса,3,95.0,1,121052.63157894737,комфорт,низкий,средняя
Отдельный дом · 5 комнат · 155 м² · 8 сот.,36000000.0,"Каратауский р-н, мкр Бозарык  30",5,155.0,1,232258.06451612903,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 193.3 м² · 8 сот.,85000000.0,Желтоксан 27,3,193.3,1,439730.98810139677,комфорт,низкий,большая
Отдельный дом · 5 комнат · 180 м² · 4 сот.,51000000.0,"Алатауский р-н, мкр Заря Востока, Ботакара 8/1",5,180.0,1,283333.3333333333,комфорт,низкий,большая
Отдельный дом · 5 комнат · 170 м² · 4 сот.,84000000.0,Алтынсарина 61/1,5,170.0,1,494117.64705882355,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 112 м² · 20 сот.,68000000.0,Рыскулова 62,4,112.0,1,607142.8571428572,элит,низкий,большая
Отдельный дом · 3 комнаты · 65 м² · 13.5 сот.,17000000.0,Пер. Павловский 2 — М-н Маяк ул 40лет Октября.,3,65.0,1,261538.46153846153,комфорт,низкий,средняя
Часть дома · 4 комнаты · 180 м² · 20 сот.,16000000.0,Железнодорожная 8 кв1 — Аршалы,4,180.0,1,88888.88888888889,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 120 м² · 6 сот.,35000000.0,"Конаева 68 — Жибек жолы , Джамбула, Чайная",4,120.0,1,291666.6666666667,комфорт,низкий,большая
Отдельный дом · 6 комнат · 212 м² · 3.2 сот.,100000000.0,"Наурызбайский р-н, мкр Карагайлы",6,212.0,1,471698.11320754717,комфорт,низкий,большая
Отдельный дом · 5 комнат · 130 м² · 8 сот.,20000000.0,"Каратауский р-н, Новостройка без номера — Бағдаулет деген көшенің аяқ жағы",5,130.0,1,153846.15384615384,комфорт,низкий,большая
Отдельный дом · 5 комнат · 238 м² · 40 сот.,25000000.0,280 — Маржанбулак 280,5,238.0,1,105042.01680672269,комфорт,низкий,большая
Отдельный дом · 5 комнат · 255 м² · 10 сот.,125000000.0,Юности 8,5,255.0,1,490196.07843137253,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 120 м² · 14 сот.,32000000.0,"Каратауский р-н, мкр Нуртас — Даналык 2/1",4,120.0,1,266666.6666666667,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 42 м² · 40 сот.,17500000.0,Абая 76 — Старая АЗС,3,42.0,1,416666.6666666667,комфорт,низкий,малая
Отдельный дом · 5 комнат · 180 м² · 6 сот.,98000000.0,Сейфуллина — Сейфуллина-Теплова,5,180.0,1,544444.4444444445,элит,низкий,большая
Отдельный дом · 4 комнаты · 105 м² · 7 сот.,32000000.0,Ворошилова,4,105.0,1,304761.90476190473,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 165 м² · 8 сот.,65000000.0,"Каракастек 12 — Район плодоконсервный,чуть ниже мечети.",4,165.0,1,393939.3939393939,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 146 м² · 4.5 сот.,23500000.0,"мкр Жети Казына, проспект Бейбарыса 99а",4,146.0,1,160958.90410958903,комфорт,низкий,большая
Отдельный дом · 5 комнат · 218.2 м² · 8 сот.,56000000.0,"мкр Оркен, СалимКапаков",5,218.2,1,256645.27956003667,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 51.6 м² · 6 сот.,5800000.0,Титановая 9 — Согра,3,51.6,1,112403.1007751938,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 95 м² · 8 сот.,43000000.0,Жумабаева 138,4,95.0,1,452631.5789473684,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 130 м² · 10 сот.,13500000.0,Массив Бобровка 4683 — Магазин Калинка,4,130.0,1,103846.15384615384,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 78 м² · 6 сот.,17500000.0,Проезд Школьный 38,4,78.0,1,224358.97435897434,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 42.3 м² · 3.5 сот.,50000000.0,"Жетысуский р-н, Жумабаева 142а — Мечеть Султан-Курган",4,42.3,1,1182033.096926714,элит,низкий,малая
Отдельный дом · 5 комнат · 220 м² · 25.4 сот.,60000000.0,Южный Аэропорт 62 209 — Құлыншақ садик қасы,5,220.0,1,272727.2727272727,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 33 м² · 10 сот.,10000000.0,Илийская 46,4,33.0,1,303030.30303030304,комфорт,низкий,малая
Отдельный дом · 5 комнат · 154 м² · 6 сот.,33500000.0,"Алатауский р-н, Шанырак 2",5,154.0,1,217532.46753246753,комфорт,низкий,большая
Часть дома · 4 комнаты · 51.8 м² · 4.3 сот.,18000000.0,2й переулок Октября 7/1,4,51.8,1,347490.3474903475,комфорт,низкий,средняя
Отдельный дом · 6 комнат · 300 м² · 8 сот.,200000000.0,"Аль-Фарабийский р-н, Самал-1 Сарсенбаева 641 — Өтегенова-Рыскулова",6,300.0,1,666666.6666666666,элит,низкий,большая
Отдельный дом · 50 комнат · 1450 м² · 10.5 сот.,599000000.0,"Бостандыкский р-н, Аль-Фараби 89/18",50,1450.0,1,413103.4482758621,комфорт,низкий,большая
Отдельный дом · 5 комнат · 525 м² · 13 сот.,85000000.0,Қобыланды батыр 26,5,525.0,1,161904.7619047619,комфорт,низкий,большая
Часть дома · 3 комнаты · 53 м² · 5 сот.,13900000.0,"Казыбек би р-н, мкр Фёдоровка",3,53.0,1,262264.1509433962,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 95 м² · 7 сот.,25000000.0,Новая 11/2,4,95.0,1,263157.8947368421,комфорт,низкий,средняя
Отдельный дом · 6 комнат · 428 м² · 9.2 сот.,135000000.0,"Абайский р-н, мкр Самал-1, АНАР ӘЖЕ — БАЙТУРСЫНОВА",6,428.0,1,315420.56074766355,комфорт,низкий,большая
Отдельный дом · 5 комнат · 163.1 м² · 8 сот.,65000000.0,Тарази 4 — БАКАТ мост,5,163.1,1,398528.510116493,комфорт,низкий,большая
Отдельный дом · 5 комнат · 170 м² · 3 сот.,35000000.0,Таукехана 26/1 — Таунхаус рядом с Жайлы мектеп!,5,170.0,1,205882.35294117648,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 80 м² · 10 сот.,37000000.0,Төлебаева 13,4,80.0,1,462500.0,комфорт,низкий,средняя
Отдельный дом · 2 комнаты · 82 м² · 12 сот.,13000000.0,С.т. Союз 52 — 1 автопарк,2,82.0,1,158536.58536585365,комфорт,низкий,средняя
Отдельный дом · 5 комнат · 333 м² · 10 сот.,160000000.0,"Сарайшык р-н, Мичурино, пер. Кокил 6 — Ул.Аскартау",5,333.0,1,480480.4804804805,комфорт,низкий,большая
Отдельный дом · 2 комнаты · 60 м² · 5 сот.,20000000.0,Қазығұрт 2,2,60.0,1,333333.3333333333,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 100 м² · 10 сот.,6200000.0,Хамидула Хамиджанов 32 — Сах завод.(Залиния)ул (Новая),4,100.0,1,62000.0,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 176 м² · 10 сот.,17000000.0,"Енбекшинский р-н, А. Оразбаева 54 в",4,176.0,1,96590.90909090909,комфорт,низкий,большая
Отдельный дом · 9 комнат · 200 м² · 12 сот.,22000000.0,Казахстанская,9,200.0,1,110000.0,комфорт,низкий,большая
Отдельный дом · 5 комнат · 140 м² · 5 сот.,33000000.0,Жылыбулак 27а,5,140.0,1,235714.2857142857,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 20.6 м² · 8 сот.,33000000.0,"мкр Геолог, Связист 40",4,20.6,1,1601941.7475728155,элит,низкий,малая
Отдельный дом · 8 комнат · 180 м² · 10 сот.,22000000.0,"п. Арман, Дорожник 56 — Кафе жолшы",8,180.0,1,122222.22222222222,комфорт,низкий,большая
Отдельный дом · 7 комнат · 220 м² · 10 сот.,42000000.0,Ө.Наурызбаева 24 — От трассы м-32 вторая улица. в начале улицы кафе Мангал,7,220.0,1,190909.0909090909,комфорт,низкий,большая
Часть дома · 4 комнаты · 130 м² · 8 сот.,39000000.0,Ремзаводская 4,4,130.0,1,300000.0,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 100 м² · 6 сот.,66500000.0,Мадениет 19,4,100.0,1,665000.0,элит,низкий,средняя
Отдельный дом · 5 комнат · 164 м² · 7 сот.,58000000.0,Вознесенская 24,5,164.0,1,353658.53658536583,комфорт,низкий,большая
Часть дома · 7 комнат · 280 м² · 13.8 сот.,67000000.0,Кошеней 87 — Кольцо,7,280.0,1,239285.7142857143,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 120 м² · 8 сот.,45000000.0,Жастар 1 — 2 поликлиника,4,120.0,1,375000.0,комфорт,низкий,большая
Отдельный дом · 8 комнат · 500 м² · 12 сот.,250000000.0,Радиозавод дом 5,8,500.0,1,500000.0,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 110 м² · 11 сот.,45500000.0,Суюнбая 61,4,110.0,1,413636.36363636365,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 80 м² · 6.5 сот.,9999000.0,"мкр Красный Кордон, Водныймассив 1295",4,80.0,1,124987.5,комфорт,низкий,средняя
Отдельный дом · 2 комнаты · 104 м² · 8 сот.,35000000.0,"Каратауский р-н, мкр Нуртас, Аксауыт 128",2,104.0,1,336538.46153846156,комфорт,низкий,большая
Часть дома · 4 комнаты · 130 м² · 20 сот.,30000000.0,Восточная 14 — Клубная,4,130.0,1,230769.23076923078,комфорт,низкий,большая
Отдельный дом · 2 комнаты · 34 м² · 1 сот.,4200000.0,"мкр. Курмыш, Некрасова 52 А — Телевышка гор аким",2,34.0,1,123529.41176470589,комфорт,низкий,малая
Часть дома · 5 комнат · 57 м² · 4 сот.,18000000.0,Конаева 7/4 — Возле самомойки,5,57.0,1,315789.4736842105,комфорт,низкий,средняя
Отдельный дом · 7 комнат · 200 м² · 6 сот.,120000000.0,"Наурызбайский р-н, мкр Таусамалы — Ашимова - Жандосова",7,200.0,1,600000.0,элит,низкий,большая
Отдельный дом · 4 комнаты · 120 м² · 10 сот.,80000000.0,"Алатауский р-н, мкр Улжан-1",4,120.0,1,666666.6666666666,элит,низкий,большая
Отдельный дом · 5 комнат · 250 м² · 9 сот.,140000000.0,"Наурызбайский р-н, мкр Калкаман-2, Камал Смайылова 113",5,250.0,1,560000.0,элит,низкий,большая
Отдельный дом · 4 комнаты · 108 м² · 10 сот.,9500000.0,Желтоксан 3,4,108.0,1,87962.96296296296,комфорт,низкий,большая
Отдельный дом · 5 комнат · 199.1 м² · 10.08 сот.,68000000.0,Хуторок 25 — Достык,5,199.1,1,341536.9161225515,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 170 м² · 5 сот.,23000000.0,7 улица — За рестораном Бахар,4,170.0,1,135294.11764705883,комфорт,низкий,большая
Отдельный дом · 11 комнат · 750 м² · 15 сот.,200000000.0,"мкр 8, улица Асылтас 1 — Прежний адрес Газиза Жубанова 19а",11,750.0,1,266666.6666666667,комфорт,низкий,большая
Отдельный дом · 11 комнат · 750 м² · 15 сот.,200000000.0,"мкр 8, улица Асылтас 1 — Прежний адрес Газиза Жубанова 19а",11,750.0,1,266666.6666666667,комфорт,низкий,большая
Часть дома · 5 комнат · 186 м² · 8 сот.,40000000.0,"Каратауский р-н, мкр Асар-2, Күншоғыр 100 — 6 я улица",5,186.0,1,215053.7634408602,комфорт,низкий,большая
Часть дома · 3 комнаты · 75 м² · 7 сот.,14000000.0,улица Тулебаева 112,3,75.0,1,186666.66666666666,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 335 м² · 10 сот.,69500000.0,Восточная 8 — Карима сутюшева/восточная,4,335.0,1,207462.68656716417,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 75 м² · 20 сот.,36000000.0,Байзакова з — Кульджинский тракт,3,75.0,1,480000.0,комфорт,низкий,средняя
Отдельный дом · 6 комнат · 150 м² · 15 сот.,23000000.0,ул Токтарова 44,6,150.0,1,153333.33333333334,комфорт,низкий,большая
Отдельный дом · 8 комнат · 250 м² · 8 сот.,75000000.0,"Каратауский р-н, Құлыншақты 2318 — Абай мектебі",8,250.0,1,300000.0,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 59 м² · 4 сот.,13000000.0,"Карла Маркса — Кинэу, Фесла , Мегастрой",3,59.0,1,220338.98305084746,комфорт,низкий,средняя
Отдельный дом · 5 комнат · 101.6 м² · 12 сот.,25700000.0,ПКСТ Механизатор,5,101.6,1,252952.75590551182,комфорт,низкий,большая
Часть дома · 5 комнат · 90.3 м² · 1 сот.,32000000.0,"Жетысуский р-н, Абдирова 33",5,90.3,1,354374.30786267994,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 80 м² · 9 сот.,99000000.0,"Медеуский р-н, Иманбанвой 33",4,80.0,1,1237500.0,элит,низкий,средняя
Отдельный дом · 2 комнаты · 100 м² · 11 сот.,23500000.0,"мкр Мунайшы, 15 2 — Стрительная, 15 улица",2,100.0,1,235000.0,комфорт,низкий,средняя
Отдельный дом · 7 комнат · 250 м² · 5 сот.,65000000.0,17 квартал 112 — Макашева,7,250.0,1,260000.0,комфорт,низкий,большая
Отдельный дом · 7 комнат · 400 м² · 18 сот.,129000000.0,"мкр ""Шыгыс 2"", Мкр ""Шыгыс 2"" 11",7,400.0,1,322500.0,комфорт,низкий,большая
Отдельный дом · 5 комнат · 180 м² · 6 сот.,49000000.0,Куат,5,180.0,1,272222.22222222225,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 100 м² · 6.3 сот.,100000000.0,"Медеуский р-н, ШерханМуртаза 8 — Жургенева",4,100.0,1,1000000.0,элит,низкий,средняя
Отдельный дом · 7 комнат · 700 м² · 13 сот.,500000000.0,"Медеуский р-н, мкр Юбилейный",7,700.0,1,714285.7142857143,элит,низкий,большая
Отдельный дом · 3 комнаты · 80 м² · 8 сот.,23000000.0,Байзакова 78 — Школа 40,3,80.0,1,287500.0,комфорт,низкий,средняя
Отдельный дом · 3 комнаты · 80 м² · 6 сот.,110000000.0,"Турксибский р-н, Нурсая 18а — Воровского",3,80.0,1,1375000.0,элит,низкий,средняя
Отдельный дом · 1 комната · 60 м² · 5 сот.,13000000.0,Алимкулова 2,1,60.0,1,216666.66666666666,комфорт,низкий,средняя
Отдельный дом · 7 комнат · 200 м² · 18 сот.,62000000.0,Лесная 1/1 — Октябрьская,7,200.0,1,310000.0,комфорт,низкий,большая
Отдельный дом · 5 комнат · 200 м² · 10 сот.,86000000.0,Асета Бейсеуова,5,200.0,1,430000.0,комфорт,низкий,большая
Отдельный дом · 5 комнат · 170 м² · 4 сот.,84900000.0,Алтынсарин 61/1 — Жандосова,5,170.0,1,499411.76470588235,комфорт,низкий,большая
Часть дома · 4 комнаты · 92.7 м² · 3.34 сот.,40000000.0,"Турксибский р-н, Анны Никольской — Сейфуллина",4,92.7,1,431499.4606256742,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 106.8 м² · 8 сот.,42000000.0,Мерей 37,4,106.8,1,393258.42696629214,комфорт,низкий,большая
Отдельный дом · 8 комнат · 350 м² · 6 сот.,40000000.0,"Кондратьева 108 — Зербулак, Лермонтова Ташкентсткая",8,350.0,1,114285.71428571429,комфорт,низкий,большая
Отдельный дом · 4 комнаты · 98 м² · 5 сот.,28000000.0,Сатжайлау 45 — Тенгри магазин,4,98.0,1,285714.28571428574,комфорт,низкий,средняя
Отдельный дом · 4 комнаты · 280 м² · 8 сот.,199999999.0,"Наурызбайский р-н, мкр Калкаман-2, Сейтметова 24",4,280.0,1,714285.7107142857,элит,низкий,большая
Отдельный дом · 3 комнаты · 70 м² · 6 сот.,13000000.0,Кожамиярова 82 — Остановка Ли,3,70.0,1,185714.2857142857,комфорт,низкий,средняя
Отдельный дом · 3 комнаты · 65 м² · 5 сот.,7700000.0,Западная 3,3,65.0,1,118461.53846153847,комфорт,низкий,средняя
Отдельный дом · 3 комнаты · 199.4 м² · 5 сот.,24000000.0,Смоленская,3,199.4,1,120361.08324974924,комфорт,низкий,большая
Отдельный дом · 5 комнат · 105 м² · 3 сот.,25000000.0,Короткая 4/1 — Рынок центральный,5,105.0,1,238095.2380952381,комфорт,низкий,большая
Часть дома · 7 комнат · 320 м² · 10 сот.,256000000.0,"Казыбек би р-н, мкр Юго-Восток, Мкр Таугуль 28 а — Таттимбета и Гульдер",7,320.0,1,800000.0,элит,низкий,большая
Отдельный дом · 7 комнат · 220 м² · 8 сот.,35000000.0,"Енбекшинский р-н, Қарқара 26 — Мкр чапаевка. мешіт, мектеп садик",7,220.0,1,159090.9090909091,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 120 м² · 10 сот.,31000000.0,085 участок 449,3,120.0,1,258333.33333333334,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 48 м² · 4 сот.,40000000.0,"Наурызбайский р-н, мкр Карагайлы",3,48.0,1,833333.3333333334,элит,низкий,малая
Отдельный дом · 5 комнат · 260 м² · 9 сот.,115000000.0,"Наурызбайский р-н, мкр Акжар, Маканшы",5,260.0,1,442307.6923076923,комфорт,низкий,большая
Отдельный дом · 7 комнат · 224 м² · 10 сот.,26000000.0,Маргулана 6/7 — Конец дороги где бульвар,7,224.0,1,116071.42857142857,комфорт,низкий,большая
Отдельный дом · 3 комнаты · 200 м² · 10 сот.,14000000.0,Жанакурылыс 1,3,200.0,1,70000.0,комфорт,низкий,большая
Отдельный дом · 6 комнат · 136.2 м² · 5 сот.,88700000.0,"Алатауский р-н, 2Фадеева 12а — Район Раимбека Тлендиева",6,136.2,1,651248.1644640235,элит,низкий,большая
Отдельный дом · 6 комнат · 136.2 м² · 5 сот.,88700000.0,"Алатауский р-н, 2Фадеева 12а — Район Раимбека Тлендиева",6,136.2,1,651248.1644640235,элит,низкий,большая
Отдельный дом · 6 комнат · 130 м² · 10 сот.,35000000.0,мкр. Зачаганск пгт,6,130.0,1,269230.76923076925,комфорт,низкий,большая
