Unnamed: 0.1,Unnamed: 0,Title,Price,Location,Rooms,Area,Floor,Price_per_m2,Segment,FloorCategory,AreaCategory
574,574,Кофейный · 35 м²,1600000.0,"Бостандыкский р-н, Ауэзова 163А",1,35.0,1,45714.28571428572,комфорт,низкий,малая
575,575,Аптеку · 65.1 м²,21000000.0,Вс.Иванова 81,1,65.1,1,322580.64516129036,комфорт,низкий,средняя
576,576,Кофейня · 70 м²,6500000.0,мкр Мунайшы 39а,1,70.0,1,92857.14285714286,комфорт,низкий,средняя
577,577,Здание 60 м2 · 60 м²,6000000.0,Нурмагамбетова 144б,1,60.0,1,100000.0,комфорт,низкий,средняя
578,578,Оьразовательный центр · 85 м²,1000000.0,"Алматы р-н, Жансугуроват 8/2",1,85.0,1,11764.70588235294,комфорт,низкий,средняя
579,579,Киімнишасы · 25 м²,5000000.0,30-й мкр 165,1,25.0,1,200000.0,комфорт,низкий,малая
580,580,Готового бизнеса · 86.9 м²,50000000.0,Абая 54А,1,86.9,1,575373.993095512,элит,низкий,средняя
581,581,Бизнес по производствв фасфуда · 40 м²,8000000.0,"Есильский р-н, Аль-Фараби 4",1,40.0,1,200000.0,комфорт,низкий,малая
582,582,"Два кофе аппарата с местом, торг есть! · 1 м²",4600000.0,Мухита 27/10,1,1.0,1,4600000.0,элит,низкий,малая
583,583,Домики и участок · 1000 м²,65000000.0,БазаотдыхаМахнатка 1,1,1000.0,1,65000.0,комфорт,низкий,большая
584,584,Действующи магазин · 125 м²,120000000.0,3 Микрорайон 30/4,1,125.0,1,960000.0,элит,низкий,большая
585,585,Действующий мясной магазин · 190 м²,25000000.0,"Алматы р-н, Нажимеденова 4",1,190.0,1,131578.94736842104,комфорт,низкий,большая
586,586,Кондитерская кофейня кафе пекарня цех общепит кулинария · 70 м²,5950000.0,"Сарыарка р-н, Кенесары 52",1,70.0,1,85000.0,комфорт,низкий,средняя
587,587,Действующий бизнес · 650 м²,400000000.0,Рыскулова 72/1,1,650.0,1,615384.6153846154,элит,низкий,большая
588,588,Готовый бизнес салон красоты · 70 м²,5800000.0,"Алматы р-н, Бауыржан Момышулы 4",1,70.0,1,82857.14285714286,комфорт,низкий,средняя
589,589,Баня бизнес · 250 м²,65000000.0,Жалын 2,1,250.0,1,260000.0,комфорт,низкий,большая
590,590,Бизнес с капельным орошением · 17000 м²,85000000.0,Саламатова 57,1,17000.0,1,5000.0,комфорт,низкий,большая
591,591,Баня · 220 м²,35000000.0,"мкр Самал, Акжан Машанов 10",1,220.0,1,159090.9090909091,комфорт,низкий,большая
592,592,Готовый Бизнес · 40 м²,1800000.0,6мкр 33а,1,40.0,1,45000.0,комфорт,низкий,малая
593,593,Готовый бизнес витаминов из Кореи · 16 м²,10000000.0,"Ауэзовский р-н, мкр Аксай-4 70Б",1,16.0,1,625000.0,элит,низкий,малая
594,594,Ps5 · 200 м²,2500000.0,"Енбекшинский р-н, Керуенсарай 1/1",1,200.0,1,12500.0,комфорт,низкий,большая
595,595,Действующий бизнес · 8 м²,1000000.0,Аль-фараби 48,1,8.0,1,125000.0,комфорт,низкий,малая
596,596,Бутик в самом центре города! · 34 м²,2900000.0,Естая 81,1,34.0,1,85294.11764705883,комфорт,низкий,малая
597,597,Магазин автозапчастей на Ваз · 12 м²,2600000.0,"мкр. Курмыш, Шернияза 161",1,12.0,1,216666.66666666666,комфорт,низкий,малая
598,598,Шойтобе ауылынын касында трассанын жанында 65 гектар жекеменшик жер · 65 м²,30000000.0,Шойтобн 777,1,65.0,1,461538.46153846156,комфорт,низкий,средняя
599,599,Киоск · 9 м²,500000.0,"Казыбек би р-н, мкр Новый Город, Гоголя 34а",1,9.0,1,55555.555555555555,комфорт,низкий,малая
600,600,Тоо мфо · 100 м²,107000000.0,"Енбекшинский р-н, мкр Шапагат-2 12",1,100.0,1,1070000.0,элит,низкий,средняя
601,601,Магазин строительных материалов · 200 м²,100000000.0,50 лет Октября 64,1,200.0,1,500000.0,комфорт,низкий,большая
602,602,Частный детский сад · 75 м²,9000000.0,ул аз наурыз 100,1,75.0,1,120000.0,комфорт,низкий,средняя
603,603,Частный детский сад · 75 м²,9000000.0,ул аз наурыз 100,1,75.0,1,120000.0,комфорт,низкий,средняя
604,604,Действующего бизнеса · 1350 м²,790000000.0,Тараз 18,1,1350.0,1,585185.1851851852,элит,низкий,большая
605,605,Готовый бизнес · 25 м²,2500000.0,"Бостандыкский р-н, Розыбакиева 270а",1,25.0,1,100000.0,комфорт,низкий,малая
606,606,Отдел детской обуви · 30 м²,1000000.0,Назарбаева 4,1,30.0,1,33333.333333333336,комфорт,низкий,малая
607,607,Здания · 459.6 м²,125000000.0,Омара Досжанова 135/1,1,459.6,1,271975.6309834639,комфорт,низкий,большая
608,608,Действующее общежитие на 11 квартир с магазином · 285 м²,95000000.0,"Алатауский р-н, мкр Айгерим-2, Сапиева 5",1,285.0,1,333333.3333333333,комфорт,низкий,большая
609,609,Зона отдыха · 2375 м²,550000000.0,Тургенское ущелье 19 19,1,2375.0,1,231578.94736842104,комфорт,низкий,большая
610,610,Действующий бизнес ТАНДЫР НАН · 15 м²,3000000.0,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, 29й микрорайон 1/4",1,15.0,1,200000.0,комфорт,низкий,малая
611,611,Цех по очистке и розливу питьевой воды · 160 м²,15000000.0,Амангелды 20,1,160.0,1,93750.0,комфорт,низкий,большая
612,612,Верхняя одежда · 40 м²,2000000.0,"Юбилейный, Аль-Фараби 88",1,40.0,1,50000.0,комфорт,низкий,малая
613,613,"Комплекс СТО, магазин · 2500 м²",1000000000.0,Беркимбаева 340,1,2500.0,1,400000.0,комфорт,низкий,большая
614,614,Готовый бизнес · 500 м²,8000000.0,"Сарыарка р-н, Богенбая батыра 38",1,500.0,1,16000.0,комфорт,низкий,большая
615,615,Отель · 584.8 м²,590000000.0,"Алмалинский р-н, Макатаева 126/1",1,584.8,1,1008891.9288645692,элит,низкий,большая
616,616,ОТКОРМ БАЗА · 40000 м²,230000000.0,"Абайский р-н, мкр Казыгурт б/н",1,40000.0,1,5750.0,комфорт,низкий,большая
617,617,Готовый бизнес-обещепит/столовая · 100 м²,27000000.0,"Есильский р-н, Жошыхан 6",1,100.0,1,270000.0,комфорт,низкий,средняя
618,618,"Кафе, столовая, офисы, салоны красоты · 400 м²",85000000.0,"Жетысуский р-н, Северное кольцо 23",1,400.0,1,212500.0,комфорт,низкий,большая
619,619,Мясной магазин · 18 м²,18000000.0,Байганина 113,1,18.0,1,1000000.0,элит,низкий,малая
620,620,Сто · 413.1 м²,110000000.0,Ворошилова 10,1,413.1,1,266279.3512466715,комфорт,низкий,большая
621,621,Действующий детский сад · 1500 м²,66000000.0,Теренозек 1,1,1500.0,1,44000.0,комфорт,низкий,большая
622,622,Детский сад. · 500 м²,40000000.0,"Сарыарка р-н, Жеңіс 8",1,500.0,1,80000.0,комфорт,низкий,большая
623,623,Детский сад. · 500 м²,40000000.0,"Сарыарка р-н, Жеңіс 8",1,500.0,1,80000.0,комфорт,низкий,большая
624,624,Торговый комплекс · 1500 м²,1400000000.0,"Алмалинский р-н, проспект Раыймбека 176А",1,1500.0,1,933333.3333333334,элит,низкий,большая
625,625,Готовый бизнес · 40 м²,500000.0,"Алматы р-н, Мустафина 1",1,40.0,1,12500.0,комфорт,низкий,малая
626,626,Садик · 300 м²,45000000.0,Отегена-батыр 72,1,300.0,1,150000.0,комфорт,низкий,большая
627,627,"База отдыха, Фазенда, Резиденция, Загородное поместье · 2000 м²",750000000.0,Верхняя Каскеленская Трасса 14,1,2000.0,1,375000.0,комфорт,низкий,большая
628,628,"ПВЗ Wildberries (+выдача посылок КазПочты, Тему и тд) · 50 м²",3000000.0,мкр 5 67а,1,50.0,1,60000.0,комфорт,низкий,малая
629,629,Действующая зона отдыха · 3500 м²,150000000.0,М.Ауезова 15,1,3500.0,1,42857.142857142855,комфорт,низкий,большая
630,630,СТО · 42 м²,13000000.0,Анаркулова 13,1,42.0,1,309523.8095238095,комфорт,низкий,малая
631,631,Бутик детской одежды · 29.5 м²,7000000.0,Казахстан 65/3,1,29.5,1,237288.13559322033,комфорт,низкий,малая
632,632,Сауна + оздоровительный комплекс · 450 м²,150000000.0,"мкр Самал, Салык Зиманова 38",1,450.0,1,333333.3333333333,комфорт,низкий,большая
633,633,Дома с действующим бизнесом по сдачи квартир в аренду. · 1090 м²,490000000.0,"Ауэзовский р-н, мкр Достык, Трудовая 42",1,1090.0,1,449541.2844036697,комфорт,низкий,большая
634,634,Готовый бизнес кофейня островок · 12 м²,4000000.0,31-й мкр 5,1,12.0,1,333333.3333333333,комфорт,низкий,малая
635,635,Пив бар · 68.5 м²,55000000.0,Утепова 25,1,68.5,1,802919.7080291971,элит,низкий,средняя
636,636,Действующий бизнес в сфере цифрового кабельного телевидения · 45 м²,99000000.0,Жанибек 89,1,45.0,1,2200000.0,элит,низкий,малая
637,637,База отдыха кафе|Сауна|Гостиница|беседки|магазин · 380 м²,120000000.0,Тургенское Ущелье 128/1,1,380.0,1,315789.4736842105,комфорт,низкий,большая
638,638,СИМРЭЙСИНГ/АВТОСИМУЛЯТОРЫ · 86 м²,12000000.0,"Бостандыкский р-н, Солодовникова 21",1,86.0,1,139534.88372093023,комфорт,низкий,средняя
639,639,Образовательный центр и подготовка к школе. · 85 м²,5700000.0,"Ауэзовский р-н, мкр №3 65",1,85.0,1,67058.82352941176,комфорт,низкий,средняя
640,640,Магазин · 150 м²,17000000.0,Нарбаев 57,1,150.0,1,113333.33333333333,комфорт,низкий,большая
641,641,Продаем товар оптом · 50 м²,7000000.0,13 3,1,50.0,1,140000.0,комфорт,низкий,малая
642,642,Нет · 673 м²,195000000.0,Жангелдина 177,1,673.0,1,289747.3997028232,комфорт,низкий,большая
643,643,Готового общепита · 107 м²,22000000.0,Мухамедханова 4Б,1,107.0,1,205607.47663551403,комфорт,низкий,большая
644,644,Кофейня в новом жк · 35 м²,11000000.0,"Бостандыкский р-н, Гагарина 310/5 нету",1,35.0,1,314285.71428571426,комфорт,низкий,малая
645,645,Цветочный павильон с местом · 17 м²,4500000.0,"Есильский р-н, Туран 47",1,17.0,1,264705.8823529412,комфорт,низкий,малая
646,646,Готовый бизнес · 100 м²,3000000.0,Аззатык 25,1,100.0,1,30000.0,комфорт,низкий,средняя
647,647,Водный бизнес высокодоходный · 60 м²,20000000.0,Первомайские пруды 2,1,60.0,1,333333.3333333333,комфорт,низкий,средняя
648,648,Бизнес с готовым брендом · 220 м²,15000000.0,"Алатауский р-н, мкр Алгабас 1105",1,220.0,1,68181.81818181818,комфорт,низкий,большая
649,649,Магазин разливных напитков (алкомаркеты) · 140 м²,20000000.0,Кумисбекова 4,1,140.0,1,142857.14285714287,комфорт,низкий,большая
650,650,Промышленная база с тупиком · 41000 м²,1450000000.0,"Алматы р-н, Жамбыла жабаева 76",1,41000.0,1,35365.85365853659,комфорт,низкий,большая
651,651,Готовый бизнес · 261 м²,27000000.0,"Наурызбайский р-н, мкр Шугыла 340/35 к 15",1,261.0,1,103448.27586206897,комфорт,низкий,большая
652,652,Готового бизнеса · 55 м²,6000000.0,"Ауэзовский р-н, мкр Таугуль, Навои 7",1,55.0,1,109090.90909090909,комфорт,низкий,средняя
653,653,Лучшее помещение для бизнеса в центре города! · 112 м²,45000000.0,Машхур Жусуп 48,1,112.0,1,401785.71428571426,комфорт,низкий,большая
654,654,"АЗС, нефтебаза · 809 м²",400000000.0,Вокзальная 224/1,1,809.0,1,494437.57725587144,комфорт,низкий,большая
655,655,Гостиница · 400 м²,60000000.0,Повстанческая 47,1,400.0,1,150000.0,комфорт,низкий,большая
656,656,Шаруа қожалық · 500 м²,50000000.0,Хозяйства 1,1,500.0,1,100000.0,комфорт,низкий,большая
657,657,Бизнес кофейня в самом центре города. топовая локация. · 176 м²,25000000.0,Сатпаева 56 Б,1,176.0,1,142045.45454545456,комфорт,низкий,большая
658,658,Магазин · 68 м²,9900000.0,Карьерная 2,1,68.0,1,145588.23529411765,комфорт,низкий,средняя
659,659,Общественное питание · 110 м²,70000000.0,Галиаскар туктабаева 49/1,1,110.0,1,636363.6363636364,элит,низкий,большая
660,660,Раскрученный Бизнес с Большим доходом · 900 м²,60000000.0,Индустриальная 1Б,1,900.0,1,66666.66666666667,комфорт,низкий,большая
661,661,Контейнер (Кенжехан-2) · 60 м²,15000000.0,"Алатауский р-н, мкр Ожет 21",1,60.0,1,250000.0,комфорт,низкий,средняя
662,662,Павильона по приготовлению донеров · 40 м²,22000000.0,"Медеуский р-н, мкр Самал-3 1",1,40.0,1,550000.0,элит,низкий,малая
663,663,"Мини гостиница Дос 6 номеров, доходы в месяц 1.000.000 · 149 м²",75000000.0,"Алматы р-н, Рыскулбекова 16/2",1,149.0,1,503355.7046979866,элит,низкий,большая
664,664,Яблонный сад · 100 м²,390000000.0,Центральная 1,1,100.0,1,3900000.0,элит,низкий,средняя
665,665,КАРЬЕР · 90000 м²,500000000.0,41 разъезд 41,1,90000.0,1,5555.555555555556,комфорт,низкий,большая
666,666,Отдел детской обуви · 36 м²,15000000.0,Абая 70а,1,36.0,1,416666.6666666667,комфорт,низкий,малая
667,667,Общежитие с магазином · 258 м²,95000000.0,"Алатауский р-н, Сапиева 1",1,258.0,1,368217.05426356586,комфорт,низкий,большая
668,668,Бизнес компьютерный клуб · 110 м²,16900000.0,"Наурызбайский р-н, мкр Карагайлы, Кенесары Хана 54/2",1,110.0,1,153636.36363636365,комфорт,низкий,большая
669,669,Коттедж с летним домиком · 200 м²,110000000.0,Кенесары 22,1,200.0,1,550000.0,элит,низкий,большая
670,670,"СТО, кузовной ремонт и мелкосрочный · 3 м²",110000000.0,Ворошилова 11Б,1,3.0,1,36666666.666666664,элит,низкий,малая
671,671,Кафе-маркет правильного питания в крупном фудмаркете в центре · 30 м²,21999000.0,"Алмалинский р-н, Желтоксан 148",1,30.0,1,733300.0,элит,низкий,малая
672,672,"Гараж-БОКС 85 кв. М, под БИЗНЕС, УДОБНО под склад, производство, СТО · 85 м²",25000000.0,"р-н Байконур, Пушкина 18",1,85.0,1,294117.64705882355,комфорт,низкий,средняя
673,673,Бизнес · 1000 м²,2000000.0,"Ульбинский, Кулаковский ключ 5",1,1000.0,1,2000.0,комфорт,низкий,большая
674,674,Действующий бизнес · 230 м²,180000000.0,Чехова 62,1,230.0,1,782608.695652174,элит,низкий,большая
675,675,Келисим бар · 10 м²,95000000.0,Ерубаев 238,1,10.0,1,9500000.0,элит,низкий,малая
676,676,Действующий магазин · 60 м²,2000000.0,Юбилейная 3/2,1,60.0,1,33333.333333333336,комфорт,низкий,средняя
677,677,Бизнес по ПП выпечке · 11 м²,2500000.0,"Медеуский р-н, мкр Коктобе 286",1,11.0,1,227272.72727272726,комфорт,низкий,малая
678,678,Готовый бизнес · 32 м²,1800000.0,"Ульбинский, Тохтарова 56/2",1,32.0,1,56250.0,комфорт,низкий,малая
679,679,Бизнес · 20 м²,17000000.0,31-й мкр желтый рынок,1,20.0,1,850000.0,элит,низкий,малая
680,680,Фазенду для откорма скотов · 15000 м²,45000000.0,Бн бн,1,15000.0,1,3000.0,комфорт,низкий,большая
681,681,Действующий бизнес (стоматология) · 180 м²,27000000.0,"мкр Красный Кордон, Нурбаева 75",1,180.0,1,150000.0,комфорт,низкий,большая
682,682,Бар ресторан · 365 м²,200000000.0,"Алмалинский р-н, Гоголя 155",1,365.0,1,547945.205479452,элит,низкий,большая
683,683,Broadway street · 250 м²,22600000.0,Сагдиева 33,1,250.0,1,90400.0,комфорт,низкий,большая
684,684,Полностью оборудованное помещение под пекарню-кондитерскую · 85 м²,37000000.0,"мкр Жумыскер, Сабыр Бекмагамбетов 2е",1,85.0,1,435294.1176470588,комфорт,низкий,средняя
685,685,Баня Береке 7 · 1160 м²,190000000.0,"Абайский р-н, мкр Самал-2 Утегенова 6752",1,1160.0,1,163793.10344827586,комфорт,низкий,большая
686,686,Бизнес-ресторан GRILL WOOD · 500 м²,9900000.0,7 мкр 48/1,1,500.0,1,19800.0,комфорт,низкий,большая
687,687,Ақмешітпен Рисмаш ортасында Эксперт мойканың дәл касы · 120 м²,17000000.0,Журба 95а,1,120.0,1,141666.66666666666,комфорт,низкий,большая
688,688,Бизнес участок под СТО мойка автобоксов стоянка · 500 м²,50000000.0,"5-й микрорайон, Мкр 5 3",1,500.0,1,100000.0,комфорт,низкий,большая
689,689,Мясной магазин · 50 м²,13000000.0,"мкр Жумыскер, Жастар 21д",1,50.0,1,260000.0,комфорт,низкий,малая
690,690,Производственная база магазин сто · 250 м²,220000000.0,Ниеткалиева 97в,1,250.0,1,880000.0,элит,низкий,большая
691,691,"Действующий бизнес ,отдел ""Спорт товары"" · 15 м²",3500000.0,Маяковского 120,1,15.0,1,233333.33333333334,комфорт,низкий,малая
692,692,Донерка готовый бизнес · 60 м²,10000000.0,Ломоносова 29а,1,60.0,1,166666.66666666666,комфорт,низкий,средняя
693,693,Готовый Бизнес PlayStation Club PS Club Алматы · 110 м²,11000000.0,"Медеуский р-н, Достык 44",1,110.0,1,100000.0,комфорт,низкий,большая
694,694,Продуктовый магазин · 125 м²,36500000.0,19-й мкр 45/2,1,125.0,1,292000.0,комфорт,низкий,большая
695,695,Готовый бизнес · 88 м²,10000000.0,"Нура р-н, Айтеке би 15",1,88.0,1,113636.36363636363,комфорт,низкий,средняя
696,696,Готовый бизнес · 220 м²,55000000.0,Карбай мусабаева 12,1,220.0,1,250000.0,комфорт,низкий,большая
697,697,Отдельно-стоящее кафе · 150 м²,17000000.0,Казарма 627,1,150.0,1,113333.33333333333,комфорт,низкий,большая
698,698,Действующий бизнес · 75 м²,40000000.0,М.Горького 82,1,75.0,1,533333.3333333334,элит,низкий,средняя
699,699,Магазин игрушек · 70 м²,8500000.0,Ниеткалиева 77А,1,70.0,1,121428.57142857143,комфорт,низкий,средняя
700,700,Готовый бизнес ТОРГ · 15 м²,1500000.0,"мкр. Алмагуль, Каженбаева 7б",1,15.0,1,100000.0,комфорт,низкий,малая
701,701,Островок с торговым местом · 8 м²,1000000.0,"Алатауский р-н, Аль-фараби 5/2",1,8.0,1,125000.0,комфорт,низкий,малая
702,702,Бизнес действующий · 30 м²,14000000.0,Независимости 36,1,30.0,1,466666.6666666667,комфорт,низкий,малая
703,703,Участок для ведения к/х · 20000 м²,25000000.0,Бескарагайский район жетыжарский с/о,1,20000.0,1,1250.0,комфорт,низкий,большая
704,704,АДМИНИСТРАТИВНО - ОФИСНОЕ ЗДАНИЕ · 2050 м²,850000000.0,УЛ. НАЗАРБАЕВА - УГ. КАЗАХСТАНСКАЯ 777,1,2050.0,1,414634.14634146343,комфорт,низкий,большая
705,705,Сеть заведений · 750 м²,568000000.0,"Есильский р-н, Кабанбай батыра 34",1,750.0,1,757333.3333333334,элит,низкий,большая
706,706,Бизнеса с товаром. · 70 м²,650000.0,31-й мкр 555,1,70.0,1,9285.714285714286,комфорт,низкий,средняя
707,707,Готовый бизнес столовая · 200 м²,4000000.0,Назарбаева 129/1,1,200.0,1,20000.0,комфорт,низкий,большая
708,708,Кафе · 436 м²,160000000.0,Гагарина 70/1,1,436.0,1,366972.4770642202,комфорт,низкий,большая
709,709,Базу отдыха Сибины (Шалкар) · 170 м²,18500000.0,"Ульбинский, Кабанбай Батыра 158",1,170.0,1,108823.5294117647,комфорт,низкий,большая
710,710,Действующую базу отдыха · 200 м²,17500000.0,Жастар 59,1,200.0,1,87500.0,комфорт,низкий,большая
711,711,Продуктовый магазин · 100 м²,25000000.0,Нурлы тан 1,1,100.0,1,250000.0,комфорт,низкий,средняя
712,712,Продуктовый магазин · 72 м²,35000000.0,Омирзак 1,1,72.0,1,486111.1111111111,комфорт,низкий,средняя
713,713,Бутик женской одежды · 28 м²,2500000.0,"Казыбек би р-н, мкр Новый Город, Гоголя 34а",1,28.0,1,89285.71428571429,комфорт,низкий,малая
714,714,Магазин · 354.8 м²,60000000.0,Свердлова 3,1,354.8,1,169109.35738444194,комфорт,низкий,большая
715,715,Готовый бизнес караоке · 112 м²,10000000.0,Жансугурова 87,1,112.0,1,89285.71428571429,комфорт,низкий,большая
716,716,Готовый бизнес · 6 м²,85000000.0,Досмухамбета 95,1,6.0,1,14166666.666666666,элит,низкий,малая
717,717,"Готовый, полностью налаженный, пассивный бизнес · 560 м²",110000000.0,Асыл Арман 4,1,560.0,1,196428.57142857142,комфорт,низкий,большая
718,718,Зона отдыха на берегу лечебного соленного озера Акколь · 500 м²,80000000.0,Акколь 7,1,500.0,1,160000.0,комфорт,низкий,большая
719,719,База отдыха Пляжный Воллейбол · 1000 м²,550000000.0,Спутника 4 4,1,1000.0,1,550000.0,элит,низкий,большая
720,720,Кофейня-кондитерская в центре города · 20 м²,3200000.0,Байтурсынова 49,1,20.0,1,160000.0,комфорт,низкий,малая
721,721,Бизнес Шаурма шоп · 80 м²,15000000.0,"Нура р-н, Омарова 21",1,80.0,1,187500.0,комфорт,низкий,средняя
722,722,Продуктовый магазин · 66 м²,25000000.0,Набережная 37,1,66.0,1,378787.8787878788,комфорт,низкий,средняя
723,723,Готовый бизнес · 90 м²,15000000.0,"Турксибский р-н, мкр Кайрат, Сарыарка 1/2 4",1,90.0,1,166666.66666666666,комфорт,низкий,средняя
724,724,Продуктовый магазин · 96 м²,10500000.0,"Нура р-н, мкр Уркер, Чингиз айтматова 47",1,96.0,1,109375.0,комфорт,низкий,средняя
725,725,Салонный бизнес · 50 м²,6000000.0,19-й мкр 5,1,50.0,1,120000.0,комфорт,низкий,малая
726,726,Действующий бизнес по производству гипсовых 3Д панелей · 60 м²,2000000.0,Куйши Дина 4,1,60.0,1,33333.333333333336,комфорт,низкий,средняя
727,727,Готовый бизнес плестейшн · 200 м²,6000000.0,Толе би 37,1,200.0,1,30000.0,комфорт,низкий,большая
728,728,Детская одежда · 12 м²,3200000.0,Сатпаева 16,1,12.0,1,266666.6666666667,комфорт,низкий,малая
729,729,Готовый бизнес продуктовый магазин · 78 м²,18000000.0,"Есильский р-н, Бухар жырау 18",1,78.0,1,230769.23076923078,комфорт,низкий,средняя
730,730,Готовый бизнес · 8 м²,400000.0,"Казыбек би р-н, мкр Юго-Восток, 29й микрорайон 18",1,8.0,1,50000.0,комфорт,низкий,малая
731,731,Прибыльный бизнес · 2 м²,12500000.0,"Есильский р-н, Динмухамед Конаев4 1",1,2.0,1,6250000.0,элит,низкий,малая
732,732,Баня · 500 м²,75000000.0,54 8,1,500.0,1,150000.0,комфорт,низкий,большая
733,733,"Овощихранилище, дом,конюшня,скотобойня · 1000 м²",145000000.0,Березовая 5/1,1,1000.0,1,145000.0,комфорт,низкий,большая
734,734,Готовый бизнес! · 500 м²,90000000.0,Теплый пляж 10,1,500.0,1,180000.0,комфорт,низкий,большая
735,735,Действующее кафе · 300 м²,85000000.0,"мкр 11, Иманова 143",1,300.0,1,283333.3333333333,комфорт,низкий,большая
736,736,Действующее крестьянское хозяйство · 6800 м²,300000000.0,Репинка 2,1,6800.0,1,44117.64705882353,комфорт,низкий,большая
737,737,GoodGame · 350 м²,37000000.0,Бекзатсаттарханов 5,1,350.0,1,105714.28571428571,комфорт,низкий,большая
738,738,Кафэ сатылады · 200 м²,60000000.0,"Енбекшинский р-н, 16-й микрорайон, 16-шағынаудан 5",1,200.0,1,300000.0,комфорт,низкий,большая
739,739,Швейная Фабрика. Действующий Бизнес. · 300 м²,152000000.0,Айманова 7,1,300.0,1,506666.6666666667,элит,низкий,большая
740,740,Готовый прибыльный бизнес · 75 м²,13500000.0,"мкр Кадыра Мырза-Али, Правдухина 9",1,75.0,1,180000.0,комфорт,низкий,средняя
741,741,Действующий бизнес · 25 м²,7500000.0,Карла-Маркса 50,1,25.0,1,300000.0,комфорт,низкий,малая
742,742,Действующий Бизнес по Выпуску кофе стаканов · 80 м²,18000000.0,"Алматы р-н, Нажмиденова 37",1,80.0,1,225000.0,комфорт,низкий,средняя
743,743,Магазин кальянной · 22 м²,20000000.0,"Ульбинский, Максима Горького 72/1",1,22.0,1,909090.9090909091,элит,низкий,малая
744,744,Бар · 210 м²,22000000.0,"Бостандыкский р-н, Розыбакиева 320",1,210.0,1,104761.90476190476,комфорт,низкий,большая
745,745,Кинорум · 160 м²,15000000.0,"мкр Рембаза, Гайдар 36а",1,160.0,1,93750.0,комфорт,низкий,большая
746,746,Продаётся фазенда (откорм на 80 голов) · 430 м²,25000000.0,"Аса (Енбек), ул. Караозек 1Б",1,430.0,1,58139.53488372093,комфорт,низкий,большая
747,747,"Здание,действующий бизнес · 1000 м²",400000000.0,Б.Момышулы 70,1,1000.0,1,400000.0,комфорт,низкий,большая
748,748,Магазин · 40 м²,4000000.0,"Алатауский р-н, мкр Алгабас, Фариза онгарсынова 200",1,40.0,1,100000.0,комфорт,низкий,малая
749,749,Продуктовый Магазин · 75 м²,70000000.0,Кунаева 112,1,75.0,1,933333.3333333334,элит,низкий,средняя
750,750,Готовый бизнес мужской одежды · 25 м²,1600000.0,"Наурызбайский р-н, Науырызбай батыра 50",1,25.0,1,64000.0,комфорт,низкий,малая
751,751,Женская одежда магазин · 120 м²,12500000.0,"Медеуский р-н, Пушкина 36",1,120.0,1,104166.66666666667,комфорт,низкий,большая
752,752,Шиномонтаж · 20 м²,1900000.0,"Алматы р-н, Айнаколь 26",1,20.0,1,95000.0,комфорт,низкий,малая
753,753,Готовый бизнес. Салон красоты · 20 м²,1500000.0,"Ауэзовский р-н, мкр №10 5",1,20.0,1,75000.0,комфорт,низкий,малая
754,754,Бизнес продуктовый магазин в арендуемом помещении · 68 м²,7700000.0,"Ауэзовский р-н, мкр №6 61а",1,68.0,1,113235.29411764706,комфорт,низкий,средняя
755,755,Оборудование для батутного парка · 400 м²,10000000.0,"Медеуский р-н, Гоголя 1А",1,400.0,1,25000.0,комфорт,низкий,большая
756,756,"Кофейни, действуйюший бизнес · 40 м²",13000000.0,Толе би 44,1,40.0,1,325000.0,комфорт,низкий,малая
757,757,Готовый бизнес · 33 м²,2000000.0,Молдагалиева 18,1,33.0,1,60606.06060606061,комфорт,низкий,малая
758,758,База отдыха пляж · 500 м²,90000000.0,Речникова 7,1,500.0,1,180000.0,комфорт,низкий,большая
759,759,Коммерческое помещение с тором · 137.3 м²,75000000.0,"Есильский р-н, мкр Комсомольский, Е-767 11",1,137.3,1,546249.0895848506,элит,низкий,большая
760,760,Продуктовый магазин · 42 м²,3000000.0,Улы дала 52,1,42.0,1,71428.57142857143,комфорт,низкий,малая
761,761,Монша сатлады · 215 м²,70000000.0,Белтоған 74A,1,215.0,1,325581.3953488372,комфорт,низкий,большая
762,762,Действующий детский сад · 250 м²,15000000.0,"Нура р-н, мкр Уркер, Асфендиярова 11",1,250.0,1,60000.0,комфорт,низкий,большая
763,763,Готовый бизнес · 30 м²,5500000.0,"Наурызбайский р-н, мкр Калкаман-2 37Б",1,30.0,1,183333.33333333334,комфорт,низкий,малая
764,764,DECORinterior · 20 м²,2000000.0,Альфараби 48,1,20.0,1,100000.0,комфорт,низкий,малая
765,765,Готовый бизнес · 7 м²,2800000.0,"Туран р-н, Тамерлановское шоссе 19",1,7.0,1,400000.0,комфорт,низкий,малая
766,766,Готовый бизнес женская одежда · 12 м²,800000.0,"Алматы р-н, Кажымукан 10",1,12.0,1,66666.66666666667,комфорт,низкий,малая
767,767,3 действующих бизнеса · 400 м²,55000000.0,Кайнар 1,1,400.0,1,137500.0,комфорт,низкий,большая
768,768,Продуктовый отдел · 45 м²,1900000.0,Майры 33,1,45.0,1,42222.22222222222,комфорт,низкий,малая
769,769,Онлайн ресторан суши Sushi San · 38 м²,6000000.0,"Ауэзовский р-н, мкр №11 3а",1,38.0,1,157894.73684210525,комфорт,низкий,малая
