Unnamed: 0.1,Unnamed: 0,Title,Price,Location,Rooms,Area,Floor,District,Street,Price_per_m2,Segment,FloorCategory,AreaCategory
675,675,4-комнатная квартира · 135.07 м²,195851500,"Бостандыкский р-н, Радостовца 12",4,135.07,0,Бостандыкский р-н,Радостовца 12,1450000.0,элит,низкий,большая
676,676,2-комнатная квартира · 124.88 м²,312200000,Керей -Жанибек хандар 232,2,124.88,0,,,2500000.0,элит,низкий,большая
677,677,1-комнатная квартира · 50 м² · 4/7 этаж,39500000,Абая 141 — Гагарина,1,50.0,4,,,790000.0,элит,средний,средняя
678,678,2-комнатная квартира · 64 м² · 8/9 этаж,36500000,"Алатауский р-н, мкр Аккент",2,64.0,8,Алатауский р-н,мкр Аккент,570312.5,комфорт,высокий,средняя
679,679,2-комнатная квартира · 52 м² · 2/3 этаж,33000000,"Наурызбайский р-н, мкр Таусамалы, Жандосова 70а",2,52.0,2,Наурызбайский р-н,"мкр Таусамалы, Жандосова 70а",634615.3846153846,комфорт,низкий,средняя
680,680,1-комнатная квартира · 40 м² · 12/13 этаж,28500000,"Жетысуский р-н, Райымбека — Пр. Райымбека-Ауэзова",1,40.0,12,Жетысуский р-н,Райымбека — Пр. Райымбека-Ауэзова,712500.0,элит,высокий,малая
681,681,2-комнатная квартира · 45 м² · 10/12 этаж,44000000,"Бостандыкский р-н, Си Синхая 17 — Гагарина Байкадамова",2,45.0,10,Бостандыкский р-н,Си Синхая 17 — Гагарина Байкадамова,977777.7777777778,элит,высокий,малая
682,682,2-комнатная квартира · 55 м² · 9/20 этаж,38000000,"Бостандыкский р-н, ПроспектАбая 160",2,55.0,9,Бостандыкский р-н,ПроспектАбая 160,690909.0909090909,комфорт,высокий,средняя
683,683,2-комнатная квартира · 48.5 м² · 5/17 этаж,32000000,"Бостандыкский р-н, Жандосова 94А",2,48.5,5,Бостандыкский р-н,Жандосова 94А,659793.8144329897,комфорт,средний,малая
684,684,2-комнатная квартира · 70 м² · 9/13 этаж,35000000,"Алатауский р-н, мкр Нуркент, Мкр Нуркент (Алгабас-1) 62",2,70.0,9,Алатауский р-н,"мкр Нуркент, Мкр Нуркент (Алгабас-1) 62",500000.0,комфорт,высокий,средняя
685,685,2-комнатная квартира · 93.1 м² · 3/3 этаж,90000000,"Наурызбайский р-н, Сейдимбека 110/1",2,93.1,3,Наурызбайский р-н,Сейдимбека 110/1,966702.470461869,элит,низкий,большая
686,686,4-комнатная квартира · 296 м²,285000000,Медеуский р-н,4,296.0,0,Медеуский р-н,,962837.8378378379,элит,низкий,большая
687,687,2-комнатная квартира · 45 м² · 5/5 этаж,25500000,"Алатауский р-н, мкр Коккайнар, 20-й микрорайон 46 к19",2,45.0,5,Алатауский р-н,"мкр Коккайнар, 20-й микрорайон 46 к19",566666.6666666666,комфорт,средний,малая
688,688,2-комнатная квартира · 51.11 м² · 2/5 этаж,26000000,"Алатауский р-н, мкр Коккайнар, 20-й микрорайон 46 к19",2,51.11,2,Алатауский р-н,"мкр Коккайнар, 20-й микрорайон 46 к19",508706.7110154569,комфорт,низкий,средняя
689,689,2-комнатная квартира · 45 м² · 2/2 этаж,18900000,"Алатауский р-н, Фадеева 4 — Ташкетский Тлендиева",2,45.0,2,Алатауский р-н,Фадеева 4 — Ташкетский Тлендиева,420000.0,комфорт,низкий,малая
690,690,2-комнатная квартира · 47.8 м² · 1/9 этаж,30000000,"Алатауский р-н, мкр Аккент — Ташкентская Яссауй",2,47.8,1,Алатауский р-н,мкр Аккент — Ташкентская Яссауй,627615.0627615063,комфорт,низкий,малая
691,691,3-комнатная квартира · 70 м² · 4/9 этаж,41000000,"Наурызбайский р-н, мкр Калкаман-1, Микрорайон Калкаман-2 8/3",3,70.0,4,Наурызбайский р-н,"мкр Калкаман-1, Микрорайон Калкаман-2 8/3",585714.2857142857,комфорт,средний,средняя
692,692,3-комнатная квартира · 75 м² · 1/9 этаж,45000000,"Жетысуский р-н, Райымбека",3,75.0,1,Жетысуский р-н,Райымбека,600000.0,комфорт,низкий,средняя
693,693,1-комнатная квартира · 44.5 м² · 1/9 этаж,26000000,"Турксибский р-н, мкр Жас Канат 1/16",1,44.5,1,Турксибский р-н,мкр Жас Канат 1/16,584269.6629213484,комфорт,низкий,малая
694,694,2-комнатная квартира · 56.6 м² · 2/8 этаж,30950000,"Жетысуский р-н, мкр Дорожник, Северное кольцо — Рынок Салем барахолка",2,56.6,2,Жетысуский р-н,"мкр Дорожник, Северное кольцо — Рынок Салем барахолка",546819.7879858657,комфорт,низкий,средняя
695,695,3-комнатная квартира · 77.31 м² · 9/12 этаж,43800000,"Алатауский р-н, мкр Гажайып, Бауыржана Момышулы",3,77.31,9,Алатауский р-н,"мкр Гажайып, Бауыржана Момышулы",566550.2522312767,комфорт,высокий,средняя
696,696,2-комнатная квартира · 70 м² · 1/9 этаж,35500000,"Алатауский р-н, мкр Зердели, МкрЗердели(Алгабас-6) 1/181 — Момушулы",2,70.0,1,Алатауский р-н,"мкр Зердели, МкрЗердели(Алгабас-6) 1/181 — Момушулы",507142.85714285716,комфорт,низкий,средняя
697,697,2-комнатная квартира · 62 м² · 12/13 этаж,39000000,"Ауэзовский р-н, Райымбек батыр 78",2,62.0,12,Ауэзовский р-н,Райымбек батыр 78,629032.2580645161,комфорт,высокий,средняя
698,698,2-комнатная квартира · 48.88 м² · 7/16 этаж,31000000,"Алмалинский р-н, Ауэзова 2/8",2,48.88,7,Алмалинский р-н,Ауэзова 2/8,634206.2193126023,комфорт,средний,малая
699,699,2-комнатная квартира · 47 м² · 12/12 этаж,45500000,"Алмалинский р-н, Торекулова 95/1 — Возле ТРЦ Mega Park",2,47.0,12,Алмалинский р-н,Торекулова 95/1 — Возле ТРЦ Mega Park,968085.1063829787,элит,высокий,малая
700,700,3-комнатная квартира · 63.1 м² · 2/9 этаж,60000000,"Медеуский р-н, Жибек жолы 59",3,63.1,2,Медеуский р-н,Жибек жолы 59,950871.6323296354,элит,низкий,средняя
701,701,3-комнатная квартира · 140 м² · 16/16 этаж,53000000,"Наурызбайский р-н, мкр Шугыла, Жуалы 15",3,140.0,16,Наурызбайский р-н,"мкр Шугыла, Жуалы 15",378571.4285714286,эконом,высокий,большая
702,702,2-комнатная квартира · 46 м² · 4/4 этаж,27500000,"Ауэзовский р-н, мкр №3 — Абая недоезжая Саина",2,46.0,4,Ауэзовский р-н,мкр №3 — Абая недоезжая Саина,597826.0869565217,комфорт,средний,малая
703,703,2-комнатная квартира · 83.71 м²,110078650,"Наурызбайский р-н, мкр Рахат, мкр. Рахат, ул. Култобе 1/2",2,83.71,0,Наурызбайский р-н,"мкр Рахат, мкр. Рахат, ул. Култобе 1/2",1315000.0,элит,низкий,большая
704,704,1-комнатная квартира · 46.6 м² · 4/5 этаж,23800000,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6)",1,46.6,4,Алатауский р-н,"мкр Зердели, Мкр Зердели (Алгабас-6)",510729.61373390554,комфорт,средний,малая
